time,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Bretagne,Centre-Val de Loire,Corse,Grand Est,Hauts-de-France,Normandie,Nouvelle-Aquitaine,Occitanie,Pays de la Loire,Provence-Alpes-Côte d'Azur,Île-de-France
2022-02-24,373048.8754083333,289403.31196666666,388588.5400833334,279146.2472604167,510044.3729166666,250365.00020833337,239382.22837833336,299829.41551383334,379835.7885154167,430927.961125,317441.47722220834,388327.543875,264686.0019070834
2022-02-25,562606.4982375,491460.541625,472913.24833333335,496617.999175,582886.1239166666,394883.50091666664,429196.83133333334,456954.550545,551963.5419791667,557027.4997291667,495098.9557475,615676.9170833334,457690.41569583333
2022-02-26,604860.0035416667,562595.4183333333,536238.8755894167,558083.5838458333,644042.5008333334,523331.33808333334,499110.88075,516584.32999708335,609032.0011666667,646078.6239166666,554588.8715808333,634107.1262083333,530064.1272291667
2022-02-27,616005.8311666667,575999.4561666667,462544.955152375,569386.3310291666,661167.4191666667,545503.6678333334,520122.53925,536177.8366958334,506901.7472666667,513359.66533333337,500364.7539416666,610576.1280416667,547437.1268583334
2022-02-28,617924.957,575518.20925,295130.10452645837,574821.2062083334,663121.0858333333,547921.671375,490289.16526666674,457164.58202083333,605132.3322375,636435.4150416666,520749.45962499996,648732.5840416667,555412.1648333333
2022-03-01,573467.04125,479421.91583333333,47704.87974183334,295077.3538916667,649565.7460416667,427545.206875,142246.31341666667,120431.62442916668,393887.16620000004,566199.1691666667,156267.19689645834,636668.9179166667,240484.6450416667
2022-03-02,382307.8758333333,407972.7538333333,217249.50078966666,235024.4595,677461.3733333334,320801.0195,148111.4479141667,204190.8123839167,111829.09318750001,249075.81286666667,172224.3540329167,555808.3798333333,321904.39733916667
2022-03-03,481825.7495833333,381966.70662500005,122268.74093395834,323462.210225,312681.93625,474297.3745833333,340492.61975833337,223166.18888333335,370035.169025,574047.7083541667,91848.01041958334,548633.9165416667,234579.08175
2022-03-04,539537.5400416667,574153.7493333333,428653.7916825,232974.25008333335,212721.58345655832,572684.79,370807.92083333334,122484.9485825,175921.33236666667,279080.2508458334,246364.9565904167,621806.3333333334,352951.460625
2022-03-05,648744.0401666667,617878.2103333334,448275.8758333333,296818.9379666667,657866.83297875,584469.9565,397968.9610416666,226353.22957916665,404599.5811125,446692.3327916667,470340.9124916667,527862.8720833333,470111.5830125
2022-03-06,678015.1272083333,630147.7947083333,402794.58431,610814.460625,605494.2893083333,590333.9974166667,552868.7905833333,565284.4990416666,586326.4631791667,592430.0455416667,471581.2498833334,559438.6295833333,592704.167625
2022-03-07,684266.58375,639231.5375,605377.7082666667,634377.249375,706475.9981025001,604263.3316666667,575699.2919583333,599415.1653166666,678662.7914166667,686038.9960833333,636451.085225,704648.5066666667,607033.7507083333
2022-03-08,662615.2885416667,644091.4554166667,259256.00065000003,610920.9975,702218.2494233333,609533.12375,584529.0418333333,523979.0869583334,361452.287875,458586.4590416667,316308.039875,660962.9970833333,609638.3802916667
2022-03-09,670209.74875,642668.7504166666,254835.64483333332,578231.3745,742719.7517041666,610416.7879166667,558644.333375,451692.8765083333,567557.4981666667,588585.58,465362.2077916667,687244.7533876296,560094.0806250001
2022-03-10,551273.71125,634918.6244166667,364983.58530416666,402831.2065416667,750790.3319875001,621861.1250160501,576976.2465,371091.79325000005,269406.581125,349230.12508333335,184653.35447916668,604166.0418272084,586243.9982083334
2022-03-11,445097.4154556459,433872.5009583333,279423.87457166665,205528.39491666667,605623.8350083333,514525.913936625,347560.4784166667,159388.12411250002,201270.85391666667,316238.770875,199544.93777916665,480928.8750660834,246564.898625
2022-03-12,258505.8540752875,246933.520775,532950.1281,213305.74920833335,384151.58508958336,335280.603538575,386397.6656250001,554593.415375,395644.46142083337,230661.33377500004,558649.0481666666,388352.12685808336,265857.10325
2022-03-13,331194.291949625,265141.4355909167,365972.5038333333,139487.90545833335,398615.28704583336,359596.8296082917,309671.104125,203859.70611250002,264238.4143916667,218686.35470833335,297570.35712916666,317474.834853,205763.81558333334
2022-03-14,535769.8688404167,621835.2492104167,582793.4201583333,605495.4595833333,372323.2511441666,593207.7482804167,539746.1646666666,571966.33025,475072.16925000004,306389.06270833337,624462.7134583333,455659.00280791667,581548.1687500001
2022-03-15,563467.2056730833,391129.58613345836,373674.8331666666,444765.54241666663,506668.0392375,166809.20809104168,315953.64358333335,333566.83458333334,676472.6679166667,518003.58025000006,448061.4583166667,650820.4606575001,180698.6239875
2022-03-16,718487.67105,681904.5441958333,141524.43825833334,593079.0030416667,542634.8787958333,596422.9181479167,499229.08904166665,382926.04629166663,567541.6674166666,530416.8336557292,399795.87412500003,652845.4982416667,564860.5437500001
2022-03-17,309854.48084750003,295569.0595831667,706027.9152083333,462386.164875,427376.41473333334,316275.49686791666,619989.0848750001,684120.7923750001,261651.95700000002,218538.53984219584,717850.9168333333,363036.87639416667,592458.834375
2022-03-18,375418.7516775,568020.8322710834,728429.4130833334,663049.49625,318562.5057541667,623286.9195591667,678396.5759735834,706974.5858333333,514555.748625,429775.8726532916,714914.7514999999,467325.2132666667,707820.6687500001
2022-03-19,727536.4950208333,705474.0873666666,618896.5013333333,637519.7914999999,366384.29806666664,707255.3304375,683752.6625907084,701353.4975,691548.9197083333,735248.6693696667,639893.1673333334,726233.5862166667,712328.4974543335
2022-03-20,632482.372925,624273.8358458333,490640.33520833333,515330.958138775,354380.581725,526899.9564666667,684152.2889029166,702380.0841666666,624288.09,535473.7893818751,521408.8315416667,504261.4579125,620239.3299429166
2022-03-21,670131.2137416666,705894.7498875,688600.083875,563964.8309399583,796329.5024583334,690510.4615833333,656546.416345,660521.37125,643210.210245725,613446.3743410417,673856.163875,789157.0868583334,680819.9590239167
2022-03-22,823029.5833,766330.1662375,654365.2085833334,770730.8351420833,864335.1681666666,724500.0029166667,691423.2502108334,727864.5047809416,753514.5829915,791449.9167050001,747910.4152500001,852874.5800833333,734987.8291441667
2022-03-23,828445.2469583334,775780.8325625,735209.831125,785364.5833233334,873821.7489166666,744450.2536875,723756.0042125001,750495.9170302916,813519.3330875001,846511.9987833333,778785.17025,855970.7466375,751206.338465
2022-03-24,838488.1629583333,788051.415025,777015.1673333334,786830.9204983334,883796.6679166667,754101.3338416667,729065.1678625001,751883.2525439584,816537.99797,811174.084175,793389.1669017082,860590.5019166666,755629.0798999999
2022-03-25,840582.92025,796411.6699833333,782112.7525000001,795823.5845,884146.0777916666,766037.4157208333,740040.6637541667,764551.9937745834,791434.9163675001,812139.1699791667,784994.086196625,858502.9184375,770899.5029208334
2022-03-26,851782.9158124999,806177.578125,801450.75375,806483.3328666667,774969.1694166666,779089.4172916667,754300.6625416667,780031.4954116667,826053.2501279167,827277.5806666667,810868.415811875,868385.4155833333,784024.5005708333
2022-03-27,853717.0044875001,819040.0841666666,802088.7525,810552.6665208334,659702.000375,787152.2505000001,718901.171875,780439.4144516666,832426.5017525,837913.2473958334,804980.58388875,767776.5867916667,787988.663275
2022-03-28,852961.5813333333,810955.0835416666,458316.78962399997,740023.5033541666,892133.5033333333,768099.8313750001,644151.2481583334,568213.4571,741397.6641562501,827892.2513,628143.37584375,892703.7520416667,711994.6663083333
2022-03-29,604181.7892916667,476589.70985416666,583415.62351625,399133.2933041667,778232.5823749999,365337.29385,280437.95421166666,350704.5401125,490606.62234,609396.1668250001,605243.1694983334,748743.586625,272489.39692083333
2022-03-30,453839.5825333334,331171.6926,478576.16545220837,377791.9570591667,342908.0816541667,319299.8367666667,344813.27202916663,254879.27269375,368015.7514155833,328580.37584000005,381386.21295416664,371350.58367500006,289549.6886291667
2022-03-31,446506.454625,327724.50055583334,518373.5360020834,375255.12328750006,566247.3272958334,333665.7316416667,503583.61965,446682.95832208334,529006.1265816666,611461.3784500001,374458.1636,834291.5866666666,379541.6227791666
2022-04-01,502714.4579375,401208.9580416667,810621.50434,423614.8350125,610640.6276666666,369239.08625,373868.8795791667,389253.0817375,709141.5853875,743948.2508916667,658614.9172875,832652.6616666666,356465.4543875
2022-04-02,520594.0425833333,424890.78760416666,606907.7906083333,742675.41615,533411.86875,420519.6649458334,671600.7485416667,717918.6650833334,802926.4156833333,644671.830125,770180.000725,809760.750625,703470.5815
2022-04-03,717294.4998750001,763503.2518750001,842740.0824083333,843000.1640416667,658014.084375,785275.1667083334,713009.0858333334,767915.4177208333,762795.1681875,823917.9157291666,877532.7486958333,773268.0881250001,863743.084375
2022-04-04,943340.921875,871223.250625,280495.5214541667,753646.0011250001,761862.8341666666,649996.2958333333,220693.39654166668,252534.39855,940657.3310125,971885.4982500001,652680.00155,925000.918125,493465.62608333334
2022-04-05,709161.0766666667,228764.12605833332,514596.78955791664,186742.3525,984837.5795833333,130675.74951666668,260132.0234616667,380124.1671695833,425345.1694041667,944846.8306666667,324224.3308814167,968747.0020833333,209651.62457125002
2022-04-06,622753.5813333333,236071.20970833334,323685.95992916665,356311.3360833333,409944.07875000004,361432.29383333336,325975.10295833333,326275.0630291667,332919.00461666664,409848.7040833333,444750.74995,635078.8354166667,461762.1725833334
2022-04-07,283475.19104166667,112690.14595833335,519510.7093485417,166443.93872250002,891286.2533333334,189252.83293333335,587645.2523775,533114.0400958334,186376.64583625,593027.5881791667,227881.8128325,729172.7458333332,329018.77045375
2022-04-08,394242.99938750005,197268.79298333335,302741.1455979167,218198.02055416667,836812.9099867083,141095.8855894671,163656.45941666668,145568.3854625,345815.12872083334,681182.7468625,278363.08455458336,775315.2545833333,113610.79267083334
2022-04-09,760927.6701666666,619738.5374166666,913338.4157375,729169.0834166667,904511.9153280417,573707.6260653749,698259.6254166666,825689.33775,827493.0054166666,805243.0874583333,870277.6672083334,996414.9979166667,650586.212125
2022-04-10,986970.1683333333,933543.1737500001,747072.4170625,897341.8308333334,1017763.7468887499,886457.084029375,853810.82975,816338.2528333333,957725.1664583334,1009282.2496666666,845043.1643333333,1017711.3333333334,885082.3371666666
2022-04-11,895668.4204166667,891964.084230775,747602.5022291667,899451.5851666667,1015347.08266,852622.0019240001,827437.0804166667,825191.4987499999,941176.414125,792030.0034583333,878098.4130000001,795182.8372916667,858875.6686249999
2022-04-12,753310.2537129415,829537.3333281042,441290.9162625,672700.9138333333,780033.8368975,779950.7503204168,736046.4201666666,481621.2542083333,470805.87175,685828.4154166667,362005.9562083334,834090.4977077375,792266.0801666668
2022-04-13,863009.4143032626,764042.7526850416,724337.837125,337670.6873916667,836431.415505,682704.58624225,383202.2056666667,615040.6265416667,354078.9993083333,537355.4190416667,580148.4184791667,939287.1706490833,262975.9785166667
2022-04-14,943668.5814915417,845440.8376251668,893940.003375,790517.7496666666,790645.4160958333,768271.5816458333,824518.2533333333,833362.5019166666,873426.7514999999,953221.4990416667,872286.74725,999221.251119,845375.6680416666
2022-04-15,959882.0811091667,900535.3319816667,861065.082875,935828.2525,859881.3337208334,833754.7526983334,834414.5894595707,831906.247,973121.9161666668,983337.7473749999,863848.1655416667,1023795.2504708334,921255.3391666667
2022-04-16,988344.5840173332,976673.4157591667,959662.5849583334,947482.4145833333,1026997.6660916667,964072.41206125,940806.9984570834,969492.5008333334,991470.0861666667,1010772.2470833333,989904.0839583334,1007396.9981945833,963557.915
2022-04-17,1054869.33442375,1027575.421525,842546.4152500001,1022507.6666666666,1076411.5848,997203.4120875001,987484.4969141666,941384.5789166667,1003280.99625,1051269.9183333332,930800.4997083334,992863.74909,1011863.6658732916
2022-04-18,1003667.6701633334,981754.4955525001,744340.336875,852649.9199999999,1045560.8344041667,964439.6616583333,833717.9982920834,628350.8322083334,857426.8366666666,933523.4190893368,714113.4989583334,1045187.57885,899511.247682625
2022-04-19,944259.0834691668,882050.91707625,859351.4980416667,689449.787425725,1051879.917025,857249.5033833333,720929.4983558333,727404.8345833333,486080.9145,650710.9185307291,820584.001375,1025729.6695179166,786036.9994977084
2022-04-20,688046.50025125,855608.9162500001,801460.3349166666,622670.047516,773948.0855,984090.2467708333,932924.0777475,787947.5828642751,311910.770925,323264.83801643754,673828.3764166667,610132.5445083333,788779.3306054167
2022-04-21,720413.8342479166,937188.082875,832123.5005833333,932732.3288059166,415209.7960708334,986143.1648416667,981138.9973416667,940667.00190625,500202.87620833336,342575.16540329164,896609.6644583334,783577.8319166666,984929.8353533334
2022-04-22,928854.9184750001,993680.4192625,741699.3350833333,978223.4976058333,566404.5358145833,993000.5828958334,880579.6709333333,898919.41791775,800922.6666559833,879292.4990826667,854983.08025,829716.74771875,971903.3380775
2022-04-23,506711.9182308333,547368.9577541667,654125.4619583334,521816.25137225003,876391.4195249999,528896.2520208333,672556.2912458334,588158.9590693334,350882.16936645005,431319.5845118333,509434.87183333334,238868.250525,538074.9990708333
2022-04-24,520862.5452041666,399753.4176166667,398090.75141666667,585246.87239875,530530.3255666667,311780.20764750004,754050.4993054167,709734.7556516667,440673.83303952916,520074.95619841665,504654.66787607083,767877.2485708334,789295.8338975
2022-04-25,735694.4167291666,407686.08553833334,922050.2517499999,541508.3726425,1056599.0031666667,685568.5427208333,886771.0018416666,995686.8288104166,767024.8293835417,968538.5812779167,682362.5394765,1042826.7532,956482.7506125
2022-04-26,953399.0859916667,959697.6652125,1056033.916,1030707.7482875,1098125.4960125,775168.2539375001,870670.0804666667,954188.5841583334,1027544.0039742916,1059450.2459541666,1048900.8315127918,1093035.7485541666,919050.08435
2022-04-27,1106819.5869125,1073662.33265,968309.9116768292,1059875.9147958334,1088988.7480833333,1000374.7518916667,1014209.0851583333,1052685.74749,877885.499765,976753.4957333333,1050307.1701708334,1095080.5823583333,1043124.42115
2022-04-28,1088174.832525,1095392.0866416667,855695.4153252082,1081682.0823875,1121204.667125,1071920.83,1043949.41825,991925.4186041667,853506.8323291667,792984.4193312501,981596.3349891667,1080628.3312916667,1072782.9194416667
2022-04-29,985205.2513583334,799996.916125,979095.4981503751,851831.7466708333,1156527.1620416667,727361.1657083333,814065.3329708334,977432.7519333333,835550.1680658334,884759.1659791666,1021224.2529487499,1133842.1735416667,817955.7540041666
2022-04-30,1014580.0809,959821.3342333334,968981.1716260832,952720.1703583334,1107993.0827916667,858169.5085,1014813.9975833334,972520.4181166667,975760.7543804167,798464.3357733333,1034026.2473941665,974293.5825625,1003990.8343666666
2022-05-01,1043249.5851666667,981302.3363583334,765861.1689023749,926125.5859166667,838425.5014749999,872994.915375,716088.7446249999,750439.3326833333,904630.2506891666,1002738.3344208334,934415.1691666666,981507.8352374999,881815.6668666666
2022-05-02,954056.6671083333,924588.0755833333,492692.20968699997,879562.3331875,983698.4225416667,861585.3327083333,888991.1651500001,690077.4155283334,756074.3335758332,684127.2920233334,680048.0395883333,960061.5825,760382.5872958334
2022-05-03,692714.4988875,895472.002125,773221.0818291666,822598.5866333334,862889.4134583334,905637.8344166667,942896.0828875001,934983.8319791667,791933.50044125,582266.9582758333,819935.16414,684403.7993416666,939049.5077083333
2022-05-04,781495.7525416667,647448.7076666667,939374.6675512501,573432.7119916667,976330.3380833333,788795.9990833333,834014.165625,812039.4187416667,803390.0808016667,628452.8753083333,866057.1748291667,986315.3340833333,688765.4970625
2022-05-05,657493.1655833333,635853.4144708334,923187.0846679168,927884.9976916667,258489.16156249997,656269.0391666667,663601.2055083333,906027.1674312501,1004713.3355666666,939501.3366458333,981486.504325,634039.0411958334,720014.0834583333
2022-05-06,721659.0868333332,841514.501625,990780.0001933333,1078157.1676125,340150.97729999997,954457.4206666667,1042726.2512916666,1007769.3343666666,1041962.0006208332,944465.7532083333,1058830.4190291667,720409.5814,1072949.2501916667
2022-05-07,949444.168125,963924.916375,868264.0877895834,999295.7486041667,706941.915875,872090.3313333333,677387.8730916666,664876.0020208333,1000425.0814791666,1003628.1653083334,978238.2465375001,892082.6685,807958.8357083333
2022-05-08,946052.4157916667,1019911.8387916667,971433.1651291667,1043814.915375,834380.2456666668,976650.0827500001,941656.9175416668,968220.7515875,985500.5829250001,949881.1717583333,966060.7469,612487.6247916667,1074124.16875
2022-05-09,1034214.1687500001,1045642.9968750001,994147.0850833333,1106302.3330416668,1015158.0006666667,1060709.4135416667,1082042.8358333332,1067608.4129583333,1128218.8324333334,1092246.5837541667,1111369.5025833333,929662.085625,1100038.6649166667
2022-05-10,1032175.999,947008.3312916667,995713.0042375,996316.5839375,918778.4177916666,835253.5020833333,744765.5011666667,895158.0787375,1039116.1678541666,1068108.3291666666,1074875.4128750002,1032340.9142916667,916926.7483458333
2022-05-11,1137886.1652916668,1099154.2507916668,688914.086725,1104685.503,1053384.5004166667,1084160.7489707563,1015923.7466666667,920749.7549875,1054388.7525416666,1128929.1640166666,980791.9134458333,1108007.4175416667,1086854.7501666667
2022-05-12,905202.9130833334,704066.6648750001,973794.5015958333,737422.5789333334,1116137.8325,877893.5001783166,929737.1673333333,932106.6704166667,564258.9522333334,939762.4108541667,851054.5850625001,1146644.5770833334,871254.9134583334
2022-05-13,822692.74475,587446.20695,1064833.3352416668,996175.4970416668,1163793.8342916667,998422.2502456013,1102907.6666666667,1101081.0839166667,909821.5010083333,942997.9191666666,1072479.9162,989703.9175416668,1124226.3318333335
2022-05-14,1111087.585,1119439.3314583332,655541.9984166668,1054079.584125,1174719.0005833332,1119712.5843753126,1050967.74875,1020702.1646250001,994117.9159375001,1061828.0828958333,825121.4966375,1079707.9965833335,1097278.6660833333
2022-05-15,1032734.9980833334,1025124.7493333333,719631.8324291668,880596.9145,1135234.7517916667,1056582.0828791668,917502.086,653917.0811458334,941220.7489125001,1076294.2490833334,886521.5839083333,1024162.3323749999,945782.165875
2022-05-16,1012607.501,914957.9977916667,645082.7538583333,914812.2454,1113895.914875,817105.82814375,842398.7457083333,747176.9139833334,1030198.6616791667,1091983.0799333334,766515.338325,1100414.923875,910959.918875
2022-05-17,1154109.917625,1071136.0809166667,760443.0047416667,1074196.9182916668,1116656.9159583333,1012036.3304570833,1035563.8357916666,1011451.5793750001,1125048.1710666667,1152985.7570416667,988008.1685,1171077.9155833332,1035348.8323333333
2022-05-18,1107626.083875,1061866.9152867126,597768.4573041666,1020348.5027083334,1110816.08625,1017202.334096875,1016183.2477500001,892812.3389166667,1058391.7471916666,1111530.8320416666,923491.9192499999,1061290.081875,1062887.5845833335
2022-05-19,1034239.5820833333,928710.7427491251,1037658.9987125,825855.9168958333,1142378.5791666666,830878.8334008334,637288.4671250001,865692.9948583334,924413.0823541667,1068359.9997208333,898009.8369583334,1124888.996375,740913.8337916667
2022-05-20,1008140.2473749999,872483.1663129375,908428.6685416667,791451.5827083333,1158650.915,830593.2500045834,431230.2082083333,529226.9992083333,873137.6650291667,1000532.5022083333,774739.91495,1179841.8285416665,722881.7467916667
2022-05-21,1117446.5015416667,1108436.085224375,1159575.6664166667,1142970.4982916666,1161413.3347500002,1108433.8344575001,981874.0818151875,1043815.8342916667,1029304.2479166667,1074867.8312916667,1161686.74925,1167135.3296666667,1084167.9147916667
2022-05-22,951336.3383333334,725043.7505169166,527657.2519500001,654728.8312916666,1174084.1624999999,744859.9966708333,881870.6649340416,617260.584375,855971.2480083333,1034044.249,669658.0404666667,1104432.248875,551314.3340416667
2022-05-23,785966.751625,517896.75078874995,666272.3751833333,476575.292375,1133128.5894104599,463274.58284958336,265367.08208210417,303079.58337916667,528211.2062416667,686251.7517666667,556402.12387375,1049984.0015833334,399408.29708333337
2022-05-24,878997.5828333333,913311.169898,878320.0005833333,792896.8383333334,1029537.2487499999,818051.2479120833,823222.919487625,858685.8350833333,665440.6670833334,554967.5432083333,787748.4147083334,935938.5860833334,790311.0002916666
2022-05-25,1036863.5891958292,1131844.74529875,535428.1218458334,1075007.0833333333,945241.3353546249,1137214.4217316667,920731.998255,728265.5825,993513.41475,1003223.921625,971936.2490833333,598381.999625,1098604.5866666667
2022-05-26,1156654.7440059292,1039764.5838495833,825848.7480583334,938544.835,918893.7526861667,931229.3323141667,929570.83238375,725743.6650416666,954689.8315583334,1083308.2521666668,1015103.4140833333,1032049.5897916667,940727.67125
2022-05-27,1164415.83572525,1054042.2484016668,825000.3354708333,938611.1675,874624.1676170124,671897.4575695833,720965.2471464999,768031.8335833334,1126028.4115416666,1154541.5838333333,879996.9157083334,1053825.332625,709630.583875
2022-05-28,1165670.7481597916,1170415.6663256667,1210825.914125,1191985.3316666668,1020530.4147074167,1111868.2501833334,1042244.3309058333,1175650.0826666667,1192866.9989166667,1182327.91775,1207536.00025,1140035.082608593,1154002.0823002292
2022-05-29,1243046.4170585,1169126.5906933334,1205611.5827083334,1177412.1657083333,1113442.2484130834,1067752.41984875,928119.581485,1066089.8329166668,1239784.4185,1229024.2449166665,1200923.9140833335,1202611.5021768126,1073305.1665467916
2022-05-30,1178837.6705917916,1192715.2521708333,1055198.330875,1149906.5835833333,978099.8305054167,1139980.9151,1047059.8308566666,1064836.1682083334,1139483.1668749999,1089902.3357499999,1180225.499875,1138413.8356692668,1172311.4128139166
2022-05-31,614855.6638957084,1002612.9203729167,1146593.9178333334,1146784.1711666666,1097606.2479983333,1075883.16985,981937.5061470834,1073332.8336521,927672.3337500001,970308.9991083333,1209934.9203333333,900724.412006375,1028198.9184018333
2022-06-01,808697.7484954583,763889.7506112499,1188994.7528333333,921519.6691666668,1166537.16534575,1150979.4178666666,1122789.9993691666,1186749.252850721,914798.0817916667,1163931.6655,993121.2482083333,1123844.8290191249,1189972.9964154167
2022-06-02,1036982.0867816666,1058667.3365675,679202.3300416666,843133.665,1165128.5855408332,1142882.0015291667,1132701.1730808334,924669.5823583958,833454.4169583333,1027563.3299583333,724845.4193333333,1177617.9968802917,999734.58615875
2022-06-03,894628.2500150834,717165.3303762501,999044.8337083333,699897.9984133799,564100.8741675,731128.500625,872070.8350583334,666655.6689358751,875696.4164875001,1048524.0074458333,705853.2453333334,598964.6231982958,766305.7490044166
2022-06-04,1076546.9199554166,1030768.00124,830440.0007375,883378.17125,694372.8362179167,895201.2458833334,959238.5847845833,599944.5447101417,796102.7484583333,1017273.9979166667,672522.961125,1018056.1650861666,909214.7515625
2022-06-05,753114.5802225,624206.7886958333,794379.8288458334,823716.75216338,771809.66742,410533.04373166664,345280.8757875,385629.748831,875002.918875,946096.912625,835879.16425,1022292.83189325,530436.585965125
2022-06-06,917012.0835635416,688194.1649445833,494979.2919583334,668833.8323333333,1158749.2525529165,760267.3322708333,926831.9168375,918477.0833407916,610920.87525,1019477.413125,540050.7068333334,1202432.4974302084,898548.0009533333
2022-06-07,1045708.2539671668,859008.33455625,828964.4178749999,929526.0003333334,1186832.3300266666,594290.6635645834,500516.1252829167,852743.1668604333,1000502.4217500001,873898.5837499999,928142.9152916666,1216099.5819830832,721948.1684754166
