Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech_comm
1835134.0,1834150.0,1837000.0,8978.5,62616.5,141722.0,1374503.0,27547.5,18235.5,230726.0,-11898.5,22154.0,-39440.0,1762.5,-30979.0
1831741.5,1830550.0,1828600.0,8012.0,64141.0,148913.5,1385536.0,34202.0,16987.5,233521.5,-12837.0,22573.0,-69295.5,1783.0,-59600.0
1791335.5,1807250.0,1789400.0,7942.0,72400.5,146151.0,1389271.0,27866.5,19167.0,224627.0,-10006.0,22870.0,-108948.0,1873.5,-101888.0
1780319.0,1785150.0,1776450.0,7993.0,74279.5,153851.5,1387780.5,15250.5,14917.5,218197.0,-5438.0,23013.5,-109513.5,1947.5,-104250.0
1726465.5,1749150.0,1710450.0,8007.0,69273.5,98388.0,1378141.0,105193.5,12481.0,200133.5,-11421.0,22881.0,-156605.0,1640.0,-154490.0
1541736.5,1523000.0,1525450.0,7690.5,50894.5,62002.0,1324434.0,72235.0,7440.5,180279.5,-27191.5,23759.5,-159806.5,1389.5,-149186.0
1476189.0,1466450.0,1468200.0,7634.5,38121.5,63768.0,1328152.5,17576.5,8129.0,170139.5,-42592.0,23231.0,-137961.0,1284.5,-127586.0
1696855.0,1684100.0,1691200.0,7774.5,64006.5,122910.0,1355004.5,23703.5,13320.5,232827.5,-14025.0,22017.5,-130683.0,1710.5,-121779.0
1713006.5,1706450.0,1702850.0,8068.5,70184.5,115992.0,1336016.0,38920.5,9865.5,235597.0,-12378.0,21811.5,-111063.0,1768.0,-99250.0
1727660.0,1704750.0,1718000.0,12425.5,73083.5,126101.5,1311999.5,20031.5,14756.5,244319.5,-4631.5,22061.5,-92480.5,1902.0,-95922.0
1729218.0,1707750.0,1711300.0,8129.5,69758.0,137341.5,1309350.0,49297.5,19343.5,233280.5,-10744.0,22516.5,-109054.0,1866.5,-108537.0
1704582.5,1691150.0,1680450.0,7927.0,59034.0,120474.5,1307473.0,127160.0,14485.0,228461.5,-6604.5,23124.5,-176944.0,1616.0,-171146.0
1567708.5,1554850.0,1553200.0,7581.0,38158.5,99541.0,1301432.5,55651.0,9192.5,196088.5,-16786.5,23488.5,-146630.0,1391.0,-148491.0
1537347.0,1506750.0,1520350.0,7633.0,34129.5,63675.5,1272766.5,71738.0,18401.5,176969.5,-34488.0,23673.5,-97149.0,1218.5,-90606.0
1677522.0,1663100.0,1652450.0,11188.5,58310.5,114018.5,1285905.5,127259.5,10497.5,223248.0,-14277.0,23078.0,-161702.5,1632.0,-151887.0
1715517.0,1670300.0,1689750.0,7976.5,69204.0,112014.5,1300542.0,116854.5,16148.5,229989.0,-16395.0,22597.5,-143406.5,1713.0,-133593.0
1677264.5,1670900.0,1664450.0,13134.5,71420.5,126548.0,1273659.5,52360.5,11667.0,228317.5,-11728.0,22869.0,-110979.5,1932.5,-101910.0
1640542.5,1640250.0,1634600.0,8233.0,72563.5,112922.0,1270173.5,53069.5,9136.5,239246.5,-13508.0,23028.0,-134314.5,1850.0,-126613.0
1642262.5,1644100.0,1625150.0,7881.5,70096.0,98465.5,1270857.5,78082.0,15027.0,243517.0,-18108.5,22816.0,-146361.0,1728.0,-136960.0
1539327.5,1512450.0,1522950.0,7612.5,24317.5,73833.5,1224287.5,90683.0,15546.0,221168.5,-17330.5,23579.5,-124363.5,1113.5,-113693.0
1393695.5,1359900.0,1373020.0,6649.0,9882.5,55982.5,1162579.5,137525.0,7275.5,183406.5,-36498.0,23513.5,-156615.5,869.0,-154102.0
1529843.0,1532215.0,1503200.0,6695.0,31296.5,71425.5,1215434.0,131416.0,12387.0,235114.5,-20714.0,22662.0,-175865.0,1131.0,-167523.0
1563584.5,1553000.0,1548600.0,7132.5,51348.5,95966.0,1235184.0,79276.0,15317.0,247086.5,-15343.0,22328.5,-174708.5,1502.0,-172226.0
1609523.5,1602500.0,1588500.0,10402.0,59691.0,96273.5,1221028.5,70536.0,15856.0,258533.5,-11801.5,22337.0,-133331.0,1647.0,-122893.0
1634937.5,1619100.0,1623450.0,8596.0,60603.5,115807.0,1217177.0,46816.5,25974.5,264142.5,-7831.0,22435.5,-118779.5,1725.0,-108520.0
1602611.0,1620300.0,1599250.0,9608.5,59020.0,121559.5,1214148.0,24851.5,27018.0,261321.0,-10136.0,22779.0,-127554.5,1771.5,-120124.0
1428554.5,1404050.0,1409750.0,6679.5,47043.5,64843.5,1164804.0,34578.5,23390.0,226494.5,-20153.0,23348.5,-142469.5,1443.0,-134685.0
1314638.0,1286200.0,1313550.0,6354.0,15341.5,55722.5,1147293.5,24237.0,24391.0,189289.5,-44982.0,22947.0,-125947.5,1008.0,-115388.0
1450605.5,1473600.0,1444450.0,6815.0,45991.5,95583.0,1196348.5,20448.5,18681.0,223015.0,-17028.5,21666.0,-160907.5,1513.5,-154368.0
1490649.5,1493900.0,1487700.0,6075.0,54935.0,90359.5,1227125.0,16561.0,18981.5,229504.0,-8666.5,21743.5,-165964.5,1581.5,-156723.0
1460586.5,1465150.0,1443150.0,6646.5,54221.5,78957.5,1223674.5,34185.0,21392.5,222253.5,-13250.0,22095.0,-189587.0,1529.5,-181857.0
1463375.0,1442200.0,1449700.0,6646.5,53806.0,70874.5,1222165.0,56177.0,23293.5,221403.0,-13329.5,22380.5,-200037.0,1478.0,-192710.0
1490685.0,1472500.0,1479500.0,6366.0,48707.5,70733.0,1228703.0,54706.0,15122.5,223213.0,-17638.0,23064.5,-162289.5,1420.0,-153375.0
1411058.0,1375050.0,1399650.0,7273.0,32552.5,55929.0,1193737.0,62186.0,14060.5,197656.5,-26284.5,22914.0,-148963.0,1194.0,-144088.0
1385434.5,1359000.0,1385000.0,7299.0,20798.5,55924.0,1204690.5,35642.0,11684.5,177071.0,-43808.5,22065.5,-105919.5,1053.5,-99656.0
1531950.5,1537950.0,1528700.0,7292.5,54500.5,123057.0,1227025.0,16826.5,15643.0,212167.5,-12669.0,22033.0,-133920.5,1739.0,-128311.0
1495983.5,1497900.0,31500.0,7606.5,62305.5,97090.0,1227680.5,21439.5,21503.0,209642.5,-10143.0,21701.0,-162835.5,1733.0,-156782.0
1442533.5,1452804.0,1434250.0,7272.0,56803.0,73363.5,1229565.5,53809.0,19269.5,190164.0,-14400.0,22025.5,-195339.0,1555.5,-188655.0
1482551.0,1445050.0,1466650.0,7146.5,59739.5,62803.5,1242326.0,60762.5,19628.5,201488.0,-17976.0,22116.5,-175486.5,1519.0,-160320.0
1494275.0,1427300.0,1474350.0,10890.5,38811.0,64901.0,1211680.5,50378.5,10897.0,210405.5,-23332.5,23044.5,-103396.5,1347.5,-101772.0
1383341.5,1317050.0,1368900.0,6921.0,484.5,67549.0,1167288.0,61016.0,7795.5,181520.5,-23748.0,23765.5,-109033.0,829.0,-101853.0
1344450.0,1307500.0,1327750.0,6732.5,7.5,57574.0,1173795.5,79497.0,11708.0,156474.0,-40764.5,23373.0,-123754.5,769.5,-118805.0
1490897.5,1498000.0,1498000.0,7484.0,37643.0,121644.5,1184449.5,22889.5,20904.0,195723.0,-15755.0,21988.5,-106061.0,1567.5,-99976.0
1527442.5,1532400.0,1527400.0,7613.0,42454.0,136854.5,1184504.0,23364.0,10340.5,199275.5,-16509.5,21728.5,-82183.0,1712.0,-74005.0
1579349.0,1568050.0,1573200.0,8377.0,35381.0,139715.5,1200254.0,45339.5,14590.0,195445.0,-14547.0,21435.0,-66636.5,1596.5,-59756.0
1603417.0,1596350.0,1589400.0,14172.0,23383.0,140136.0,1195048.0,81013.0,18276.5,202526.5,-9708.5,22348.5,-83772.5,1475.5,-77853.0
1512467.0,1526100.0,1502500.0,7099.0,14916.5,136039.0,1178041.5,53472.0,22398.5,190822.5,-13578.5,22562.5,-99297.0,1321.0,-92117.0
1335072.0,1309650.0,1321200.0,6973.5,393.5,56752.5,1139204.0,99667.0,14310.5,152231.0,-17110.5,23621.0,-140912.0,775.0,-136255.0
1254712.0,1232250.0,1226450.0,6994.5,0.0,48522.5,1054769.0,179377.5,11592.0,129359.5,-48611.0,22761.0,-149941.0,746.5,-144042.0
1402809.5,1382300.0,1385150.0,7214.0,10122.0,64284.5,1127976.0,149578.5,14327.5,194778.0,-18903.0,22108.0,-168626.5,884.5,-165112.0
1410865.0,1393700.0,1389000.0,7359.0,20243.0,51803.0,1125187.5,182217.5,18679.0,206745.0,-17062.0,22221.5,-206525.0,942.5,-204660.0
1456094.0,1447650.0,1435650.0,6666.5,26758.5,47079.5,1132026.5,133883.5,24780.0,220038.5,-14338.0,22162.0,-142955.5,1012.0,-135670.0
1480442.5,1467000.0,1465000.0,7848.5,26998.0,65549.0,1134283.5,98782.0,20440.0,220161.0,-14444.5,21688.5,-100864.5,1137.0,-93353.0
1436064.0,1430600.0,1432550.0,6522.5,6722.0,42421.5,1138917.5,30046.5,18314.5,230258.5,-12739.5,21218.5,-45616.0,746.5,-36442.0
1311812.0,1298600.0,1296950.0,6427.5,10221.0,14878.0,1068548.0,59304.0,14644.0,199409.5,-22979.0,21713.0,-60352.0,699.0,-52852.0
1263298.0,1250250.0,1254050.0,6347.0,9119.0,14725.0,1009460.0,73997.5,30997.0,182732.5,-27994.0,21749.5,-57830.5,707.5,-47720.0
1273756.0,1274400.0,1268950.0,6338.0,9835.0,15499.5,1046516.0,48902.0,32492.0,175454.0,-20295.5,20481.0,-61458.0,692.5,-53200.0
1400425.5,1421050.0,1395600.0,6994.0,20850.0,67192.0,1093678.0,45221.5,33543.5,198811.5,-13307.0,19619.0,-72172.5,1087.5,-66403.0
1375866.0,1383550.0,1374650.0,6327.5,26665.0,73143.0,1105283.0,26489.0,33886.5,196039.0,-15544.5,19522.5,-95939.5,1211.5,-90773.0
1318584.0,1337400.0,1309850.0,6344.5,25870.5,76889.5,1071693.0,26382.0,32437.5,193426.5,-13131.5,19697.0,-121029.0,1249.5,-116297.0
1267981.5,1252450.0,1256650.0,6201.5,13466.0,43989.0,1098616.0,46031.0,26826.0,196821.0,-10536.0,19935.0,-173365.0,857.0,-165431.0
1139880.5,1127500.0,1127950.0,6373.5,1228.0,15995.5,994505.0,67646.0,20794.5,169791.0,-25444.5,19471.0,-130253.0,556.5,-123536.0
1065006.0,1051200.0,1061800.0,6324.5,902.5,14862.0,965079.0,15811.0,32546.5,149392.0,-36335.0,18665.5,-101957.5,577.5,-95558.0
1194565.0,1214300.0,1195300.0,6284.0,26281.0,56903.5,1022908.0,11818.5,32989.0,174833.0,-15055.5,17854.5,-140248.5,1172.0,-133168.0
1191038.0,1195150.0,1190550.0,6216.5,31257.0,30578.0,1026757.0,18689.0,33404.5,183380.0,-12879.5,17267.0,-143629.5,1096.5,-136260.0
1173393.0,1176800.0,1164800.0,6275.5,26247.0,36536.5,1030876.0,26908.5,29952.0,196320.5,-13616.0,17925.0,-184029.0,1044.0,-178561.0
1173622.5,1165450.0,1166500.0,7909.0,23156.5,37785.0,1010227.0,33584.0,16430.5,200644.0,-13177.0,19074.5,-162009.0,1052.5,-155052.0
1177724.5,1151550.0,1169750.0,6265.5,27039.0,32012.5,1022391.5,43913.5,14370.5,200564.0,-12910.5,19348.0,-175269.5,1050.0,-172010.0
1069588.5,1039650.0,1054150.0,6210.5,7195.5,11418.0,991198.0,98316.5,25623.0,176830.5,-32895.5,19689.0,-233894.0,618.5,-227021.0
1023760.5,1008400.0,1016700.0,6329.5,7064.5,13107.0,905922.5,78229.0,20244.5,158017.0,-30927.5,18770.5,-152992.5,681.5,-146394.0
1185109.5,1202850.0,1182850.0,6568.5,26735.5,32642.5,994549.0,43348.5,27548.0,193143.0,-13322.5,18181.5,-144286.5,1048.5,-137022.0
1189471.5,1190050.0,1179950.0,7062.5,34919.5,26161.0,1007254.5,53123.5,35188.0,181349.0,-12167.0,18405.0,-161819.0,1148.0,-156897.0
1179612.5,1158050.0,1167600.0,6870.5,33477.5,15834.0,1031074.0,77793.0,27966.5,171576.5,-13597.0,18688.5,-190073.5,1044.0,-183222.0
1179752.0,1171950.0,1179600.0,6576.5,26659.0,17333.0,1063898.5,31273.0,26103.5,179070.5,-11940.0,18820.5,-178036.0,951.0,-171746.0
1166334.5,1160250.0,1163250.0,5853.0,12883.0,15611.5,1055653.0,14450.5,28522.5,194394.5,-11901.0,19216.5,-168340.5,724.0,-159778.0
1037826.5,1023650.0,1034750.0,5779.5,10934.5,16052.0,989096.5,27777.0,18234.0,152372.5,-20745.5,19386.0,-181058.5,758.0,-173537.0
986693.0,970550.0,983250.0,5381.5,8765.5,16960.5,951559.5,26366.5,15483.0,140850.5,-31520.5,19930.5,-167082.0,772.5,-162623.0
1191383.5,1197950.0,1190200.0,5459.0,7764.0,17096.5,1042547.5,75805.0,13846.0,186706.0,-17886.0,19027.0,-158980.0,634.0,-150318.0
1247214.0,1266300.0,1242200.0,7164.5,19734.5,25404.0,1047765.0,47444.5,28000.5,215877.5,-18569.0,18441.5,-144041.5,874.0,-139966.0
1261510.0,1248800.0,1254000.0,5559.5,19363.5,24627.0,1047864.0,33558.5,28489.0,220156.0,-12655.0,18642.5,-124085.5,842.0,-117765.0
1263413.0,1245000.0,1251850.0,5526.5,20048.0,25763.0,1057046.5,38518.0,24239.5,227549.5,-9212.0,19999.5,-146066.5,868.0,-139905.0
1076473.5,1054000.0,1063100.0,5412.0,7104.0,15537.5,1000432.0,55444.5,9403.5,210192.0,-32565.5,20715.0,-215198.5,665.0,-209970.0
1086823.5,1061250.0,1078600.0,5343.0,3879.0,15457.0,988545.5,29822.0,18484.5,223714.5,-15835.0,20347.5,-202873.0,601.5,-194370.0
1016247.0,980100.0,1012600.0,5267.0,0.0,15715.5,904902.0,81022.0,17809.0,208565.5,-52997.0,19556.0,-183448.5,557.5,-172899.0
1165859.0,1154600.0,1160550.0,5126.0,11177.0,20588.5,943837.5,55765.0,17399.0,232663.0,-19556.0,19572.5,-120651.5,743.5,-112081.0
1167085.5,1168250.0,1161050.0,5086.5,6033.5,16308.5,963979.0,139355.0,21490.5,209364.0,-25607.0,19475.0,-188294.0,601.0,-180620.0
1183170.0,1170100.0,1175500.0,5337.0,13.5,17486.0,971148.0,123922.0,29383.0,229414.5,-24221.5,20311.5,-189424.5,517.5,-183021.0
1187168.5,1187750.0,1181250.0,8450.5,92.0,18393.0,987256.5,30273.5,31750.5,249848.5,-19800.0,20911.5,-139999.0,590.0,-136631.0
1026593.0,1013300.0,1030050.0,5671.0,125.5,17185.5,966165.5,33098.5,21420.0,229525.5,-14335.0,21357.5,-253615.0,570.5,-244858.0
999660.0,1027750.0,995150.0,5519.5,181.5,16800.5,876676.0,91616.0,27388.5,206090.0,-41382.5,21281.5,-204502.0,602.0,-194542.0
943534.5,946950.0,941250.0,5343.5,181.0,15972.5,798443.5,19945.5,34644.0,207611.5,-41629.5,21157.0,-118127.0,679.5,-111216.0
1112134.0,1113915.0,1111850.0,5394.0,155.5,16698.5,973506.5,24658.5,32461.0,245112.0,-16811.0,20572.5,-189613.0,544.5,-183094.0
1136460.0,1141800.0,1134100.0,5366.5,279.0,15516.0,998597.5,37357.5,30694.5,236205.5,-16992.0,20808.0,-191364.0,532.0,-188351.0
1140134.0,1131700.0,1133800.0,5426.0,200.5,16417.5,987228.5,28266.0,28343.5,253173.0,-15095.0,20941.0,-184724.0,542.5,-178993.0
998883.5,977250.0,997800.0,5374.5,315.5,15419.5,936698.0,48910.0,21131.0,208668.0,-29162.5,21178.0,-229653.0,580.0,-222215.0
1081429.5,1064500.0,1077500.0,5439.0,221.0,15301.5,1005537.5,52452.0,22415.0,237541.5,-16312.0,20373.5,-261537.5,515.0,-252894.0
1026886.5,1018800.0,1031650.0,5385.0,348.0,15846.0,930324.5,51494.0,23820.0,210378.5,-37161.5,20790.5,-194332.0,577.0,-184919.0
955783.5,963700.0,962250.0,5412.5,329.0,15633.5,817087.0,26062.0,32666.5,196065.0,-38797.5,20851.5,-119522.5,662.0,-112675.0
1130762.5,1146100.0,1132850.0,4912.5,326.5,14848.5,1007531.0,55536.0,33454.5,218136.0,-14658.5,19664.5,-208986.0,499.5,-201254.0
1179797.5,1186100.0,1176450.0,8628.0,296.0,15723.5,1024942.5,91862.0,20556.5,220125.5,-11533.0,19801.0,-210602.5,538.0,-201616.0
1205796.0,1203750.0,1207950.0,4939.0,262.5,15944.5,1045093.0,50010.0,28838.0,228476.0,-6856.5,19496.5,-180404.0,483.0,-172216.0
1210168.5,1216900.0,1207400.0,4890.0,305.0,15263.0,1058533.5,39826.5,31908.5,227882.5,-10088.5,20438.0,-178786.5,492.0,-173456.0
1180221.5,1165050.0,1182700.0,8547.5,280.0,15454.5,1061857.0,37649.0,33364.0,225609.0,-9424.0,20788.0,-213899.5,547.5,-205451.0
1032134.0,1019450.0,1031450.0,4939.0,283.5,15100.5,979710.0,44691.5,25589.5,186753.5,-14938.0,21011.0,-231007.5,551.5,-224825.0
939096.5,944850.0,945900.0,5049.5,300.0,15255.5,914364.5,25382.5,27395.5,153476.0,-38179.5,21132.5,-185076.5,626.0,-178550.0
978292.0,973550.0,985300.0,5013.0,350.5,14668.5,1001721.5,36689.5,23808.5,157131.5,-24085.5,20305.0,-257309.0,552.5,-253244.0
1141810.0,1154100.0,1147600.0,5547.5,341.5,12794.0,1095044.5,41680.0,26142.0,199797.0,-16132.5,19961.0,-243356.5,480.0,-236467.0
1158566.0,1157600.0,1164500.0,5657.5,257.5,13028.0,1100329.5,23950.5,35900.0,190624.5,-16693.5,20344.5,-214827.5,487.0,-207445.0
1162160.5,1165800.0,1158050.0,5416.0,243.5,12951.0,1076648.5,37892.0,34525.5,183005.5,-16646.0,20865.5,-192737.0,503.0,-191170.0
1149512.0,1145300.0,1148200.0,6700.5,367.0,18672.5,1063534.0,49475.0,29897.5,188490.0,-19139.5,21052.5,-209536.0,557.5,-200195.0
1012674.0,1013150.0,1015000.0,5294.0,415.5,12061.5,971361.5,34085.0,28374.5,150868.0,-37903.0,21309.0,-173187.5,576.0,-165219.0
947141.5,946650.0,941100.0,5344.0,410.5,12529.5,847342.0,80558.0,28108.0,131079.0,-46565.5,21165.0,-132825.0,635.5,-122495.0
1129523.0,1136500.0,1130750.0,5609.5,460.5,15748.0,999884.0,32285.0,25448.5,178053.0,-16961.0,20110.0,-131112.5,556.0,-126333.0
1164505.5,1147300.0,1153600.0,5357.5,436.5,11375.0,1020431.0,115577.0,31814.5,156419.0,-26412.0,19909.5,-170398.5,488.5,-161393.0
1167549.5,1155950.0,1167600.0,5378.0,307.0,11218.5,1062129.0,31486.5,33072.0,191357.5,-18316.0,19864.0,-168947.0,484.0,-167009.0
1176677.0,1176300.0,1176650.0,6111.5,287.0,14977.5,1072495.0,21645.5,36057.0,193163.5,-14080.5,20226.0,-174201.0,516.0,-166266.0
1170653.0,1169850.0,1179850.0,5749.5,299.5,21848.5,1047850.0,36447.0,34523.5,198873.0,-18437.0,19572.0,-176071.5,541.0,-171693.0
1014270.0,1038950.0,1018750.0,5668.5,253.5,12611.0,968392.0,29268.5,33596.5,160873.0,-37688.0,19941.5,-178650.5,553.0,-177454.0
934413.0,945950.0,940400.0,5601.5,218.0,13115.0,861017.0,47163.0,33460.0,142634.0,-41173.5,19761.5,-147378.5,613.5,-143944.0
1116421.5,1127650.0,1115300.0,5762.0,9428.0,12981.5,1005772.5,104036.0,33623.0,183420.0,-16959.0,19383.5,-241022.5,632.0,-232670.0
1147066.0,1145600.0,1147000.0,5868.5,10253.5,13900.5,1033249.5,119303.5,29644.5,180345.0,-13788.5,19452.5,-251157.5,633.5,-243352.0
1150922.0,1148850.0,1145300.0,5500.5,884.0,13213.0,1056980.0,96203.5,20514.5,192530.0,-16275.0,19221.0,-237848.0,475.5,-229816.0
1166666.0,1152050.0,1163150.0,6993.5,9253.0,14932.0,1078388.5,44896.0,27828.5,208104.5,-16066.5,19045.0,-226704.5,634.0,-219678.0
1143027.0,1150850.0,1143350.0,6909.0,711.5,13590.5,1068091.5,42073.0,18804.0,207797.5,-19175.0,19291.0,-215060.5,506.0,-207500.0
996061.0,1002700.0,992050.0,5570.5,116.5,13041.0,976035.5,26900.5,26778.5,192107.5,-23709.0,19977.0,-240754.0,533.0,-231880.0
925965.5,923900.0,923150.0,5423.0,319.5,12507.0,901775.0,24033.5,22424.5,186650.5,-41251.0,19596.5,-205511.5,576.5,-197174.0
1105517.5,1111450.0,1103950.0,5581.5,300.0,13113.0,1033275.0,29836.0,23206.5,226341.5,-11049.5,19419.0,-234502.5,489.5,-226694.0
1133847.5,1132400.0,1134350.0,5605.0,282.5,13832.5,1060213.0,46770.0,22071.5,219239.0,-21001.0,18784.5,-231953.5,471.0,-222077.0
1139669.0,1134350.0,1127000.0,7255.0,281.0,15981.5,1020704.0,45550.5,36695.0,236949.5,-17400.0,19160.5,-225507.0,518.5,-218844.0
1152803.0,1132950.0,1143200.0,7688.0,310.0,21770.5,986161.0,47410.0,28047.5,232673.0,-16694.5,20071.0,-174627.0,589.0,-166658.0
1123466.0,1125550.0,1116750.0,5646.0,289.0,13698.5,1041374.0,38985.5,31663.0,215661.0,-17755.5,20864.5,-226957.0,513.5,-219215.0
