Date,sun,wind
2022-05-09,25650197.336117238,1.7919016531824443
2022-05-10,23462529.250748504,2.4040688888818877
2022-05-11,25343843.58324141,3.782988310999828
2022-05-12,20152495.239993695,2.53389949569747
2022-05-13,22575075.463402145,2.098122910350327
2022-05-14,24769090.81618342,2.1629447197080385
2022-05-15,22992283.609517805,3.161395031646052
2022-05-16,22322574.741451308,2.547560786699867
2022-05-17,25734368.09947211,2.4128721895249314
2022-05-18,24491294.87594548,2.412250466629718
2022-05-19,22305291.52036716,2.92704171160459
2022-05-20,20579741.262921527,3.9450873999307263
2022-05-21,26218660.05154822,2.192375709371322
2022-05-22,19644821.245489284,2.6919970703170297
2022-05-23,13802532.764792783,4.2297957306769325
2022-05-24,18842229.731878348,3.368491277004164
2022-05-25,23284850.61589978,3.3362570016899404
2022-05-26,23698778.48449811,3.1378767638722755
2022-05-27,23359695.948491175,3.1574744237826144
2022-05-28,27943972.619110465,3.671215640160561
2022-05-29,28052010.39721872,3.7672646361395645
2022-05-30,27177811.471635677,2.3724447679328855
2022-05-31,23358915.198353294,2.2269899778653186
2022-06-01,24291267.703651905,2.3032845928126737
2022-06-02,23343903.250512134,2.77572892289011
2022-06-03,19748234.646332335,2.361852365860463
2022-06-04,21782774.165104,2.402523770525064
2022-06-05,17332076.93094075,3.2489444772422345
2022-06-06,19155728.497478727,2.7160466182057506
2022-06-07,21095730.347935706,3.428787768256632
2022-06-08,14633970.539158525,3.7398557485569506
2022-06-09,23875815.482272297,3.560025727098797
2022-06-10,27135396.218316656,2.443214048899901
2022-06-11,27057228.09523716,2.1633403838656027
2022-06-12,26143665.6813347,2.83255492060405
2022-06-13,28334771.093956824,2.907185005961086
2022-06-14,28631992.53728727,2.6665773456828528
2022-06-15,,
2022-06-16,28001299.518042862,2.29926760108455
2022-06-17,28987062.627757642,2.154011750824976
2022-06-18,28319686.256066814,3.210762427920921
2022-06-19,25088714.76867318,4.592612686597757
2022-06-20,22680089.945201702,3.362696391846718
2022-06-21,20761157.38618815,2.721640425748858
2022-06-22,16888321.283603843,2.4910410624758783
2022-06-23,20665045.939016704,2.1663509678907307
2022-06-24,18268026.72289631,3.4085496508044186
2022-06-25,18109042.304483138,2.7921346797438757
2022-06-26,15750038.091534037,2.4025180071579055
2022-06-27,18944777.659263708,2.650080073664326
2022-06-28,26370681.096675072,2.4376713964012873
2022-06-29,25245803.1936653,2.350478919540788
2022-06-30,13555491.105263159,2.626451818835014
2022-07-01,25837736.44461078,2.381095921350491
2022-07-02,28630746.04329499,1.9495532001314773
2022-07-03,26022324.826820046,2.623831355625748
2022-07-04,22823950.035455406,2.658634272949728
2022-07-05,27774045.18712575,3.0075845898855866
2022-07-06,26675850.15316735,3.3586986319122594
2022-07-07,25395808.132445633,3.7151104031873956
2022-07-08,28265562.06736527,3.6014798874750826
2022-07-09,27261110.84303104,3.1926054683475393
2022-07-10,28004576.0972266,3.734030634331539
2022-07-11,27983098.242317997,3.2328495767394885
2022-07-12,26303281.676331546,2.414438470591483
2022-07-13,24011476.73573905,2.052315926502359
2022-07-14,26894601.049952727,2.950747376544641
2022-07-15,27316257.660514496,3.285600291227833
2022-07-16,27004462.00094548,3.3000009995594204
2022-07-17,26349189.384848725,3.149357507688323
2022-07-18,27172949.231838953,2.9989388215833848
2022-07-19,25252853.39623385,3.710200592356989
2022-07-20,19073488.341553736,3.0414086631056008
2022-07-21,24325267.979751024,2.314426599372816
2022-07-22,18942955.581153482,2.7676750487062804
2022-07-23,21932838.601835802,2.3179678656920437
2022-07-24,26306890.413331233,2.0920068276464403
2022-07-25,20497220.66033722,4.226329288828841
2022-07-26,21875833.62830917,3.1978784058808603
2022-07-27,24587806.50516073,2.7136038343142137
2022-07-28,19707195.02994012,2.2806206841463283
2022-07-29,16428895.088047588,2.1708860340420424
2022-07-30,23641888.29684053,2.5289546347213747
2022-07-31,24061095.807851404,2.879705563732864
2022-08-01,22145844.74444532,2.585427029081254
2022-08-02,24356772.74854239,2.1168943670475855
2022-08-03,24688355.295028366,1.9775864613724456
2022-08-04,21457953.433777183,2.7292526116753595
2022-08-05,18804406.43771667,3.4804466654284405
2022-08-06,23736605.730893478,4.103805031779065
2022-08-07,25292769.188465174,3.9090810104404596
2022-08-08,24931349.33710211,3.6946266298992683
2022-08-09,24638162.08895367,3.686383691751029
2022-08-10,24715077.47494485,3.386194594161603
2022-08-11,24322394.1604751,3.11171396036154
2022-08-12,24217046.185293887,2.820068782396858
2022-08-13,23760092.524346046,2.738606273432795
2022-08-14,13015398.525212733,2.889347931762099
2022-08-15,16224715.964308226,2.936123985203812
2022-08-16,16009238.632288055,2.1183606427848733
2022-08-17,15046960.812992437,2.033044935716436
2022-08-18,15665069.904900724,2.653884470712199
2022-08-19,15342102.08048377,3.3281030496914625
2022-08-20,20330817.955838323,2.2983956746237832
2022-08-21,15019339.205720138,2.140155771135305
2022-08-22,17305170.172667824,2.5304570285051895
2022-08-23,17336708.898006618,2.0466319332505467
2022-08-24,20332563.42708005,1.9852403091821305
2022-08-25,16355442.159982666,2.870804599004707
2022-08-26,16323993.465037031,3.059674076698709
2022-08-27,19354961.976481248,2.7819510918956856
2022-08-28,19790145.51435944,2.8690456231472816
2022-08-29,19198418.54808147,2.8726007282325967
2022-08-30,14756730.977879766,2.358057436243512
2022-08-31,16290183.468937125,2.562715837312144
2022-09-01,16505820.355499526,2.2261607715468124
2022-09-02,13556780.436337851,2.273002574430762
2022-09-03,14358410.024700599,2.4085173992149627
2022-09-04,17883514.56263788,2.4725507108793914
2022-09-05,16438143.554128585,2.7306609765979974
2022-09-06,14991950.160967538,2.6998763001586474
2022-09-07,12031373.034431137,2.9429954489010797
2022-09-08,15028117.944728963,3.884114724221168
2022-09-09,13894964.962141506,4.359251861417328
2022-09-10,14874011.25177277,2.7792266635168335
2022-09-11,17851903.68726363,2.0945483900645097
2022-09-12,16804370.704656478,2.6405457269121686
2022-09-13,9916537.21164907,3.081901980435004
2022-09-14,10192654.6751497,3.033156629905695
2022-09-15,13076434.125866687,2.665225090254281
2022-09-16,14620374.553143712,3.4428537874638585
2022-09-17,17189914.778384022,3.527915597573861
2022-09-18,17170355.141959503,2.672989575166831
2022-09-19,17210242.186603766,2.8092140594697064
2022-09-20,16085783.611507248,2.644586034267588
2022-09-21,16883112.673347384,2.620517028661785
2022-09-22,16619740.083162623,1.579095060204723
2022-09-23,8563375.235798141,1.806241061570087
2022-09-24,9387305.926498976,2.4170917148065114
2022-09-25,11361323.886808619,2.4205604246292647
2022-09-26,8992093.026571857,4.254726443826576
2022-09-27,9848725.871789316,4.864252311675769
2022-09-28,7365177.32847463,4.159561194882794
2022-09-29,8997989.71983336,2.2371627552964437
2022-09-30,12042932.598945202,2.8275591271765843
2022-10-01,6905074.3306905925,4.770206286914807
2022-10-02,9110442.372498425,3.2634574036534993
2022-10-03,11601145.219823511,2.15865507634951
2022-10-04,13281494.478815395,1.852630490446625
2022-10-05,12965997.697004018,3.710780621445828
2022-10-06,11851517.337510834,1.962441919444257
2022-10-07,11317599.414257012,1.7524228024384902
2022-10-08,9196223.286863772,2.170300132773328
2022-10-09,12243166.5702214,2.4694125410160823
2022-10-10,8598194.679763827,2.3800162532094236
2022-10-11,8750658.758405885,2.20740338456813
2022-10-12,9206820.321590371,1.5035838710016864
2022-10-13,5230009.000433343,2.688376882927075
2022-10-14,4004950.7256539552,3.8292210597883583
2022-10-15,7590089.585024031,3.755513605136059
2022-10-16,8673644.158938702,3.6414286006097183
2022-10-17,6554507.750216672,3.340568723305166
2022-10-18,9564093.154452607,2.7941418964147737
2022-10-19,9741578.533751575,3.707263741266214
2022-10-20,6141542.312598487,4.102093613586903
2022-10-21,6686837.08202017,4.405380395852164
2022-10-22,9371608.60475595,3.2141844148605085
2022-10-23,6546025.208970217,5.5288237355426775
2022-10-24,7830132.590952963,4.506407417805954
2022-10-25,7552366.658249291,3.355345544127836
2022-10-26,8518691.39608858,3.3136161615698554
2022-10-27,7523145.427232706,3.8197040011769636
2022-10-28,7507088.134708379,3.406855578776153
2022-10-29,7543791.049135282,3.7575933613417583
2022-10-30,6583289.5975737665,2.621740993415404
2022-10-31,6459834.027730312,4.17519980092376
2022-11-01,7555958.701085083,4.509146137535952
2022-11-02,8018342.968830021,3.275617506354997
2022-11-03,2857554.8360495293,4.9727785305072265
2022-11-04,5272377.157567882,5.041203425990263
2022-11-05,6529473.260509203,3.0408139679969217
2022-11-06,5021723.944526449,4.0385879057710055
2022-11-07,6832923.126816474,4.4480772446332795
2022-11-08,5483234.863477609,5.344558134787397
2022-11-09,3609578.1954266834,3.4533411843616633
2022-11-10,6711446.020644771,2.4528701358945435
2022-11-11,7069534.331088466,2.7629534810188545
2022-11-12,7100134.49141199,2.510098109873352
2022-11-13,7109446.434289318,2.196613573548706
2022-11-14,3939400.85471163,3.5932055323198795
2022-11-15,2666367.2335329344,4.577830176817694
2022-11-16,4599857.860699654,5.148276734318155
2022-11-17,,
2022-11-18,,
2022-11-19,,
2022-11-20,,
2022-11-21,2008897.0286794833,4.904608960168912
2022-11-22,4441377.724550899,5.59385368284308
2022-11-23,3812341.3501418224,5.153370941928425
2022-11-24,4079982.855341948,4.217182461908563
2022-11-25,3793539.5902930987,3.123792707810315
2022-11-26,4395858.697762371,2.8689089534609216
2022-11-27,3450732.838323354,3.4868713151280737
2022-11-28,2651183.0368736214,3.4838079878302044
2022-11-29,3304268.081941381,2.026893295620751
2022-11-30,4109002.912070596,2.5788138959986733
2022-12-01,4147593.0765836756,3.27211058619511
2022-12-02,3809489.0438071233,2.7198177453295087
2022-12-03,2771266.8843365908,3.4052592124186347
2022-12-04,2517469.630003152,2.516805027748136
2022-12-05,4760118.540182793,2.0186502088288223
2022-12-06,3907670.0863536093,2.2132780770534377
2022-12-07,4382485.299716357,2.1961831284008917
2022-12-08,3516752.5193822887,2.3643069887268813
2022-12-09,3015408.2672549644,2.4705308284582106
2022-12-10,4303607.931925623,2.6187292752304967
2022-12-11,4501231.783170502,2.439594188254222
2022-12-12,3812363.618027104,2.8608926568746953
2022-12-13,2906954.871730224,3.3623458600780864
2022-12-14,2055732.4424834545,2.8345388881387437
2022-12-15,2078591.4755751658,3.7092896066359984
2022-12-16,4151297.8556571077,2.8745599408276665
2022-12-17,5174133.874566657,2.406639916292294
2022-12-18,3786643.3230381347,4.267860765179334
2022-12-19,3623720.501733376,5.783760348644866
2022-12-20,2011940.0642924684,5.131341102221479
2022-12-21,2222036.1096753865,4.368988079582341
2022-12-22,1973731.2776552164,5.672179279533597
2022-12-23,1951020.051686102,5.362120413722789
2022-12-24,3091063.4881815324,3.2370670187691446
2022-12-25,3877954.5616136156,3.876977191132711
2022-12-26,2901732.4878663733,3.7526283645356924
2022-12-27,3917620.2811219674,2.9140726365908556
2022-12-28,3540140.5761109367,5.387054854969263
2022-12-29,2654701.282067444,5.010737034900784
2022-12-30,1480957.9829814062,5.939985196572756
2022-12-31,4154429.398046014,6.567332032803137
2023-01-01,3471260.8433659,5.824691377827196
2023-01-02,2638100.4122281754,3.9551045697171916
2023-01-03,3570779.3306019544,3.183670949115509
2023-01-04,2539826.506145604,4.951525093999217
2023-01-05,,
2023-01-06,,
2023-01-07,,
2023-01-08,,
2023-01-09,,
2023-01-10,,
2023-01-11,,
2023-01-12,,
2023-01-13,,
2023-01-14,,
2023-01-15,4059332.941695557,6.199775078119294
2023-01-16,2744839.341947684,6.935467717135552
2023-01-17,2936661.6829498904,4.126714171044949
2023-01-18,5170729.631263789,3.613488210928043
2023-01-19,3437813.027418847,3.0008233962780455
2023-01-20,5557695.21336275,2.9736814057525636
2023-01-21,5947763.9382288065,4.410705336502905
2023-01-22,5147768.940434921,3.994829956440728
2023-01-23,5112353.805231643,4.234233921535424
2023-01-24,5596702.900724867,3.4045082029662903
2023-01-25,4943085.524109676,2.51089478960542
2023-01-26,4536318.870469588,3.3980295083855054
2023-01-27,5024261.244248346,4.531463622841681
2023-01-28,5952822.45950205,3.936297995482235
2023-01-29,6908828.870876862,2.1788857455001307
2023-01-30,5076491.711473716,3.099994551855619
2023-01-31,5367104.014529483,2.8110832970480177
2023-02-01,6470667.67154199,3.3469839132220156
2023-02-02,7300891.137921218,3.128331840765846
2023-02-03,7350123.466043448,2.8346097075062793
2023-02-04,6426036.7405009065,2.7944246672405715
2023-02-05,7043996.853894185,3.755025572029966
2023-02-06,8312671.011289099,3.82058286419241
2023-02-07,8713890.8369076,3.8554123315770377
2023-02-08,9906794.609990545,2.1744460212495778
2023-02-09,9670460.553414553,1.5522231048867319
2023-02-10,9692156.403448038,1.6226431274353652
2023-02-11,9555184.503400272,1.796150058573196
2023-02-12,10158412.685621357,2.3024583443454603
2023-02-13,10366894.434976265,2.0635382148824672
2023-02-14,10736984.324663173,2.2598510325172256
2023-02-15,9690109.172758924,2.312893370752595
2023-02-16,7868426.987984558,2.774956441240383
2023-02-17,6131832.964836364,3.225926758263237
2023-02-18,8261458.878717893,3.19655844991534
2023-02-19,9089327.484478412,2.5443472439055856
2023-02-20,11078779.321703631,1.9528963740412282
2023-02-21,,
2023-02-22,4690049.339219587,2.5371659040978543
2023-02-23,5738010.947230539,2.7837126295732353
2023-02-24,7416124.667310117,3.304144523560273
2023-02-25,9900213.444881618,3.867857726547481
2023-02-26,12329123.431334699,6.51050192382878
2023-02-27,11727705.396086117,5.635424801121705
2023-02-28,11663720.551991412,4.01217443293375
2023-03-01,12940522.545112079,3.4888925739307566
2023-03-02,11262658.65879097,2.4150113238657362
2023-03-03,13566586.288823668,2.6329100108813126
2023-03-04,13358591.868076347,2.7501413488082336
2023-03-05,12563771.321541129,1.877932744365
2023-03-06,12127869.816104634,2.4045705040333485
2023-03-07,7436094.289985818,3.4235809092652736
2023-03-08,4647939.776237,5.837313960307306
2023-03-09,7627254.159884179,5.680435902742641
2023-03-10,7361812.71774543,7.068017315600703
2023-03-11,6117128.664985818,3.9687304344276093
2023-03-12,9247840.79985424,4.0559416777638555
2023-03-13,10598767.005850142,6.112648742976958
2023-03-14,,
2023-03-15,13136720.066912228,2.5239359164076496
2023-03-16,13931565.462673338,3.9303671774404934
2023-03-17,10162284.902359754,4.539019745995604
2023-03-18,10480591.445162307,3.7090837777649717
2023-03-19,10625848.35817838,2.983451852285061
2023-03-20,13262922.999803025,2.079306260201053
2023-03-21,10239119.257682005,2.833139728921225
2023-03-22,10008286.87677277,4.210340430813415
2023-03-23,8089041.194847148,4.864248369724808
2023-03-24,9932220.65107942,5.648548371997069
2023-03-25,12757645.803143712,5.024633616838536
2023-03-26,10448566.615269462,5.670585202382816
2023-03-27,16195186.002560668,3.2699287460430306
2023-03-28,14433100.797923889,3.1677381464251915
2023-03-29,12872891.115033092,3.8052834998974383
2023-03-30,14473237.65122715,5.023509409085082
2023-03-31,10590378.72569335,7.761813048751288
2023-04-01,10479212.116293728,5.7028608793538105
2023-04-02,10561269.088559723,4.409737928839557
2023-04-03,18001215.22886464,4.059780076504981
2023-04-04,21266172.738319416,3.574394706084996
2023-04-05,20413485.004136465,1.9629539499970197
2023-04-06,13466787.296801135,2.6774061825646363
2023-04-07,17802149.47492515,2.34229321856151
2023-04-08,21032998.69350772,2.6887630159381426
2023-04-09,19529582.933462024,2.162000225509813
2023-04-10,13057020.706232272,3.567846830617489
2023-04-11,13073572.192069808,3.892592143173964
2023-04-12,11222253.547786007,5.709271177844766
2023-04-13,15674960.712614246,4.432448752785224
2023-04-14,9537674.925976994,4.34756483989653
2023-04-15,15633755.648321778,4.952851368618259
2023-04-16,17536951.901906714,3.179561760802733
2023-04-17,18876802.520780805,3.4774852473723996
2023-04-18,20634792.50015758,3.4448712885384984
2023-04-19,22294327.628880396,3.336860570328359
2023-04-20,20347312.103135835,3.4220776277950975
2023-04-21,18577906.279900726,2.8555590600946625
2023-04-22,11568669.034667507,3.478278634237739
2023-04-23,11967248.697053261,4.49885465390657
2023-04-24,16817134.30826505,3.784233084725443
2023-04-25,14341743.291601008,2.5785628563217258
2023-04-26,15656807.694019856,2.1024188779613566
2023-04-27,15026117.523203593,2.071116609016984
2023-04-28,14883873.073116925,2.811132806201897
2023-04-29,14466517.480144974,2.589580088712886
2023-04-30,16175295.235699654,2.686898345687293
2023-05-01,18904063.394145917,3.137234635366403
2023-05-02,23339416.653482508,3.125471617635556
2023-05-03,25232167.021667194,3.812802304098805
2023-05-04,21365479.836629372,3.6475305064261527
2023-05-05,16931541.748936336,2.503322221224707
2023-05-06,18188304.93342263,2.086907594893656
2023-05-07,13805836.526197605,2.3032783334988807
2023-05-08,16296319.16380397,2.4740345061505185
2023-05-09,7705166.184919635,3.4615664611461248
2023-05-10,17358528.388551842,4.2467292045020075
2023-05-11,18076816.667861644,2.7176737700467304
2023-05-12,15594235.377403088,2.931990229000276
2023-05-13,17867657.941931926,3.2201850626139645
2023-05-14,20687812.54559959,3.138156815641901
2023-05-15,18714051.718385596,3.6056038023635852
2023-05-16,21899338.027891584,4.787144945686751
2023-05-17,24706229.74137252,4.319187769379675
2023-05-18,20171990.80070123,3.527547487479995
2023-05-19,22206994.095256854,3.619386039110313
2023-05-20,18336639.049026947,3.591954406368584
2023-05-21,17584568.133824456,2.8855704181961506
2023-05-22,19382605.94583202,2.7039324276787156
2023-05-23,20715611.39631264,3.836062547180665
2023-05-24,23217710.384533565,3.952703960804039
2023-05-25,23474146.98424204,4.022148760905974
2023-05-26,27236743.050661836,3.3014444742090276
2023-05-27,26633855.475575164,2.910796959979217
2023-05-28,25385558.42081626,3.0726710253377605
2023-05-29,26292625.977190357,3.9079851670258265
2023-05-30,25885678.622124173,3.922621505650292
2023-05-31,25208432.68625906,3.651659032197712
2023-06-01,25437168.099590294,3.205208747190524
2023-06-02,25209841.205562558,3.334652484018703
2023-06-03,25014543.00425465,2.9633635042327864
2023-06-04,24193093.11519067,2.8294239989626653
2023-06-05,25870646.21958714,2.832885846423897
2023-06-06,24932483.49105736,2.6982281900180602
2023-06-07,24464662.232587457,2.998557789609476
2023-06-08,23575671.95918689,3.0885387417711567
2023-06-09,17172929.93326505,2.827974465199348
2023-06-10,20199075.14591869,2.0796014971933743
2023-06-11,20079872.92755279,2.301974518931185
2023-06-12,21454979.752600063,2.0377789127326564
2023-06-13,21050672.388591237,2.5057893695297597
2023-06-14,25708787.127797037,2.76789693445919
2023-06-15,26482604.060471162,2.645711577274096
2023-06-16,24499102.857823826,1.9610009779937254
2023-06-17,22039935.001575794,1.7809826656966674
2023-06-18,15783409.582847463,2.612820868267112
2023-06-19,17815851.479751024,2.532800571393656
2023-06-20,16719832.84112039,2.7916985624811566
2023-06-21,17107609.266151905,1.9705282168193392
2023-06-22,13091524.034667507,3.1598592002122494
2023-06-23,26288306.34960999,2.432148941071206
2023-06-24,28504778.081232272,2.5030716558990758
2023-06-25,28116757.284903876,2.7771084492718363
2023-06-26,25116728.357311692,3.5024281479768873
2023-06-27,24743934.159194767,2.66442516615098
2023-06-28,24894163.299283013,2.230369497858518
2023-06-29,19895648.149936967,2.716446166038209
2023-06-30,16560297.44614718,3.7583063982189473
2023-07-01,14147456.273203593,4.470593439650642
2023-07-02,22695384.543846518,3.6933109241850453
2023-07-03,21818703.93641664,3.330581155997134
2023-07-04,19585023.39205799,3.097287260347516
2023-07-05,22014260.409234162,3.5876849113262828
2023-07-06,25645788.077804916,1.732709509460612
2023-07-07,25701470.685392372,2.7973256084291163
2023-07-08,24109072.855932873,2.5156641111595124
2023-07-09,20670088.402458243,2.488801630555973
2023-07-10,26630039.130751655,2.201348453161117
2023-07-11,22752799.25330917,3.0795859204781912
2023-07-12,18274714.59714781,3.227650469217815
2023-07-13,23395426.63232745,2.7126941705471133
2023-07-14,23884284.03679483,3.4624908182236127
2023-07-15,16536628.130751655,4.605218473652003
2023-07-16,23312943.324732114,3.6488458727932858
2023-07-17,24673901.53750394,2.5234327825952505
2023-07-18,23302200.0277734,2.5590858275789805
2023-07-19,23199148.527123384,3.4399299237246583
2023-07-20,22605307.20426253,2.4066075780578315
2023-07-21,21425997.360857233,2.946300571198121
2023-07-22,23681532.17199811,3.1680434592999074
2023-07-23,15631876.641388277,3.9479577266934207
2023-07-24,16129625.61389064,3.8919541062760885
2023-07-25,16882552.242790733,4.200428221747728
2023-07-26,20188102.794634417,3.036027302522298
2023-07-27,17747872.080877718,3.7854742538624264
2023-07-28,14386450.46127482,3.153772607702235
2023-07-29,16329493.308422629,3.372397654782226
2023-07-30,21075104.67499212,3.7757221428773415
2023-07-31,18197498.906358335,4.4103037721501925
2023-08-01,15720695.37716672,4.900089322836867
2023-08-02,15740387.967065869,6.772022110893855
2023-08-03,14219514.552907344,5.063199908989216
2023-08-04,16817435.809328713,3.7747691884614203
2023-08-05,15839970.092794674,4.828346380395958
2023-08-06,20535817.125275765,4.852381978641877
2023-08-07,22698769.986369368,2.560340209876498
2023-08-08,21658742.96728254,2.2584697779144265
2023-08-09,22337312.236093603,2.168591322677298
2023-08-10,19673352.961353607,2.513817064684514
2023-08-11,18773460.63394264,2.248282958688093
2023-08-12,18395010.176567916,2.7791449505466392
2023-08-13,17753143.533525053,2.317637716825183
2023-08-14,17945056.16210999,2.6083873062007847
2023-08-15,17186368.972384177,2.1453027197712218
2023-08-16,17828882.870193824,2.1165108728266646
2023-08-17,19202882.126497004,1.984968137940635
2023-08-18,16409085.43263473,2.3829064845440935
2023-08-19,19179299.462771825,2.4966493969783228
2023-08-20,,2.1022414133094163
2023-08-21,21804470.837003626,2.1066278358852846
2023-08-22,20423855.820319887,2.2970132872661826
2023-08-23,20048190.669240467,2.313605153848212
2023-08-24,16470369.51280334,2.7494365839337114
2023-08-25,14188786.481208635,3.4782914601447223
2023-08-26,13720440.150724865,2.7602132928574736
2023-08-27,13242873.87013473,3.5092732156650484
2023-08-28,13277328.892176174,3.713416293029033
2023-08-29,16069287.56334699,2.804075583042001
2023-08-30,15835219.29621021,2.955467714172839
2023-08-31,12990424.166147968,3.0561682349607353
2023-09-01,15389115.152537031,2.853682568459456
2023-09-02,15513358.784017492,2.371989433393239
2023-09-03,19127745.064331863,3.146785363319825
2023-09-04,19066247.206990626,3.798584322956683
2023-09-05,19726447.917546485,2.517820178856027
2023-09-06,18716259.35987236,2.1187052619436932
2023-09-07,18860340.65029152,1.9340653378303003
2023-09-08,17842538.566715255,1.7487610467217405
2023-09-09,18705716.27992042,1.9974692000442242
2023-09-10,17332543.126989443,2.1106821962422586
2023-09-11,14227657.22368421,2.002970691789351
2023-09-12,10070651.133233532,2.1100660229789407
2023-09-13,12588162.061554523,2.020867214627589
2023-09-14,16260384.2060156,1.7466758071666704
2023-09-15,16311159.602150962,2.4925387519236426
2023-09-16,10771241.646824772,2.8097139155938287
2023-09-17,11831719.948806334,3.1986303774340885
2023-09-18,11799243.152517334,4.128439353524683
2023-09-19,13087491.217193902,3.4514807358675816
2023-09-20,12575892.175189095,4.029310885676364
2023-09-21,6519132.648577845,4.306469797309778
2023-09-22,12109497.912543334,4.0237495292082786
2023-09-23,13885180.629530413,2.563850171902278
2023-09-24,16279400.637675308,2.619936163903555
2023-09-25,15112356.661440277,1.618947098130608
2023-09-26,14285730.355154822,1.8673889544950335
2023-09-27,11768748.10061456,2.542311352080292
2023-09-28,11658813.548800426,2.2557794174219423
