Date,Nature,type_tempo,Consommation,Prévision_J-1,Prévision_J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech_physiques,Taux_de_Co2,Ech_comm,sun,wind
2014-09-25,Données définitives,BLEU,583533.75,577250.0,576475.0,4134.25,22779.0,15360.0,518716.5,9909.75,10427.25,63458.5,-7302.75,9022.5,-62972.0,714.0,-60285.0,,
2014-09-26,Données définitives,BLEU,576054.75,568100.0,568100.0,2849.25,20523.5,8030.0,531950.25,5347.5,12313.75,62114.25,-7802.5,9329.0,-68600.0,615.5,-65331.0,,
2014-09-27,Données définitives,BLEU,506300.0,492475.0,503525.0,2838.75,618.25,6230.5,499622.0,11216.0,12258.5,46440.25,-13476.25,9610.5,-68830.25,288.5,-66300.0,,
2014-09-28,Données définitives,BLEU,471197.5,466575.0,466850.0,2825.5,0.0,6266.5,490531.25,18269.5,9354.5,42873.0,-21879.75,9323.75,-86144.75,279.0,-84075.5,,
2014-09-29,Données définitives,BLEU,567706.5,559200.0,566525.0,6005.5,20398.75,16472.5,517818.0,12120.5,5750.5,60458.25,-7191.0,8775.5,-72779.5,694.5,-69198.5,,
2014-09-30,Données définitives,BLEU,583189.25,582900.0,579600.0,2824.25,24332.75,18142.75,531261.5,3522.5,5650.0,63939.25,-8719.25,9149.25,-66913.25,739.5,-63762.0,,
2014-10-01,Données définitives,BLEU,583841.75,580525.0,578775.0,2693.25,20094.75,19600.75,532777.25,5120.5,9918.75,57136.5,-8669.25,10232.75,-65061.25,696.5,-62911.5,,
2014-10-02,Données définitives,BLEU,582602.25,578150.0,577225.0,4656.0,17474.5,18109.0,521399.5,4594.5,10913.0,64017.0,-6374.25,10294.25,-62480.5,675.0,-59034.5,,
2014-10-03,Données définitives,BLEU,574919.25,571400.0,572300.0,2844.25,14383.0,18511.0,528265.25,3244.75,11002.75,51742.75,-8983.25,10651.0,-56738.0,615.25,-52778.0,,
2014-10-04,Données définitives,BLEU,506272.75,503575.0,500725.0,2748.75,7713.0,6815.5,507249.75,15334.5,9262.75,41223.75,-17563.0,10410.75,-76924.25,445.75,-73604.5,,
2014-10-05,Données définitives,BLEU,479904.5,472550.0,475650.0,2748.0,2568.0,7987.5,484109.25,16196.25,7655.5,39603.0,-19365.75,9890.5,-71485.25,361.25,-68129.5,,
2014-10-06,Données définitives,BLEU,584900.5,578675.0,577425.0,4070.0,14147.0,21996.25,492039.75,26680.75,6262.25,62271.25,-8084.75,9656.75,-44137.75,627.75,-39293.0,,
2014-10-07,Données définitives,BLEU,602962.0,589500.0,596825.0,6020.5,20888.5,17355.0,514999.25,42839.0,5368.25,54770.75,-9089.25,9658.75,-59848.0,712.75,-56251.0,,
2014-10-08,Données définitives,BLEU,608341.75,590575.0,601125.0,6406.5,26857.25,10457.75,516545.25,44921.5,6517.75,61105.5,-9541.5,9751.0,-64678.75,766.25,-63645.5,,
2014-10-09,Données définitives,BLEU,601253.25,597550.0,598400.0,6301.5,26291.25,19219.75,513094.75,36589.75,5826.25,59427.5,-10061.75,9701.75,-65136.25,816.75,-61950.5,,
2014-10-10,Données définitives,BLEU,592350.25,589850.0,590500.0,2706.25,27518.5,17937.0,506550.25,12172.25,4543.5,76984.25,-8139.75,9833.5,-57754.25,804.75,-54747.0,,
2014-10-11,Données définitives,BLEU,523338.5,522925.0,520625.0,2733.25,20026.75,6711.0,493616.75,9148.5,7673.0,62283.0,-16248.5,9808.0,-72412.0,657.25,-68680.0,,
2014-10-12,Données définitives,BLEU,500664.75,489425.0,494125.0,2723.5,6039.5,6526.75,473457.0,35894.0,5937.0,55428.25,-17182.5,9568.0,-77726.0,395.25,-74561.5,,
2014-10-13,Données définitives,BLEU,586834.75,589575.0,582800.0,2846.0,14754.75,15126.0,511708.75,42170.0,7015.5,75522.75,-9557.5,9043.0,-81793.0,528.25,-77037.5,,
2014-10-14,Données définitives,BLEU,604042.0,605775.0,601750.0,7001.0,21574.0,16752.0,535778.25,12744.25,7413.5,73961.25,-10946.75,9006.0,-69237.0,711.5,-64430.5,,
2014-10-15,Données définitives,BLEU,610199.25,606725.0,607925.0,2668.5,24396.0,12355.0,550788.25,10614.5,5588.0,76315.0,-10573.75,9181.5,-71131.5,670.25,-68421.0,,
2014-10-16,Données définitives,BLEU,609377.5,599800.0,605225.0,2835.5,18294.5,15569.0,550012.25,26164.75,5156.0,71627.5,-9964.25,9317.25,-79633.75,588.0,-79101.0,,
2014-10-17,Données définitives,BLEU,595963.25,594625.0,591150.0,2726.75,12724.0,10501.0,551101.5,18276.5,8540.75,74478.25,-10238.0,9502.0,-81647.0,474.5,-79087.5,,
2014-10-18,Données définitives,BLEU,520791.75,516925.0,516200.0,2727.25,1768.75,6770.0,523050.5,27160.5,9627.5,49343.0,-20145.75,9837.25,-89345.75,300.25,-87689.0,,
2014-10-19,Données définitives,BLEU,479636.25,485500.0,476850.0,2726.0,485.25,6865.75,481930.25,27276.25,9116.0,45814.0,-20068.25,9826.5,-84293.75,302.5,-81772.5,,
2014-10-20,Données définitives,BLEU,574141.25,572475.0,572125.0,3335.25,5904.5,15977.0,536618.25,12010.0,6950.5,65940.5,-8860.75,9581.5,-73284.5,415.0,-69166.0,,
2014-10-21,Données définitives,BLEU,605546.75,596800.0,597975.0,2735.5,8344.75,11473.75,542493.5,59293.25,5823.0,67834.25,-11583.25,9750.5,-90618.5,402.5,-86928.0,,
2014-10-22,Données définitives,BLEU,627685.75,618375.0,623675.0,3071.0,18724.0,24130.75,522135.75,42010.25,8581.0,69622.25,-10459.75,9782.5,-59913.5,653.75,-56242.5,,
2014-10-23,Données définitives,BLEU,641151.25,638000.0,636825.0,8397.75,23145.5,42342.5,480005.5,15393.25,7776.5,77832.0,-6912.0,9967.0,-16793.5,963.75,-14150.5,,
2014-10-24,Données définitives,BLEU,633825.25,631325.0,629175.0,2702.0,28707.0,14883.75,553309.75,16590.25,8208.25,72790.25,-8931.75,10151.5,-64581.0,758.5,-60944.5,,
2014-10-25,Données définitives,BLEU,558337.75,553975.0,557275.0,2709.75,20093.0,7696.5,553097.25,5179.25,6550.25,51569.5,-13194.25,10219.75,-85582.25,624.25,-82297.0,,
2014-10-26,Données définitives,BLEU,523012.75,518525.0,520900.0,2727.75,9017.75,7707.5,540483.5,4301.25,8052.0,43732.75,-19764.25,10358.0,-83604.0,455.5,-79231.5,,
2014-10-27,Données définitives,BLEU,615833.0,617100.0,617575.0,2734.25,24208.0,16297.0,549331.75,10663.0,7519.5,59250.0,-8380.25,10100.0,-55888.25,714.75,-51472.5,,
2014-10-28,Données définitives,BLEU,640682.75,635825.0,636425.0,5693.5,25870.0,23485.25,572203.5,15752.5,7262.5,54018.25,-9491.75,10024.5,-64131.25,790.5,-61109.0,,
2014-10-29,Données définitives,BLEU,639001.0,638875.0,637775.0,6055.0,27213.0,30920.5,577325.25,5656.75,7816.75,58256.5,-7226.0,9826.0,-76839.75,845.0,-73311.0,,
2014-10-30,Données définitives,BLEU,629273.75,630425.0,627500.0,4679.75,26368.75,30870.75,576439.0,11950.25,8136.0,56589.5,-9317.5,10387.0,-86827.5,823.0,-86694.5,,
2014-10-31,Données définitives,BLEU,613346.0,608975.0,609375.0,2746.75,21810.5,14395.75,574459.25,21151.75,8510.5,54967.5,-9723.75,10679.0,-85646.75,650.25,-82177.0,,
2014-11-01,Données définitives,BLEU,536428.0,531000.0,532425.0,3104.25,165.0,21124.75,535180.25,18060.75,7805.25,41892.75,-18440.0,11519.5,-83682.25,400.0,-81043.0,,
2014-11-02,Données définitives,BLEU,524512.5,513175.0,518775.0,3102.25,0.0,21796.0,499591.5,41335.0,5196.5,39419.25,-20768.75,11768.0,-76747.75,423.25,-73096.0,,
2014-11-03,Données définitives,BLEU,634811.75,625975.0,629550.0,6553.75,18112.25,40237.0,533187.0,59645.0,3202.5,45644.75,-9062.5,11469.0,-74009.5,776.25,-69682.5,,
2014-11-04,Données définitives,BLEU,669920.0,666975.0,670375.0,16481.75,25568.75,55515.0,537827.5,15460.75,2535.25,70547.25,-6747.0,11252.5,-58517.5,1103.75,-53394.0,,
2014-11-05,Données définitives,BLEU,703757.75,709225.0,699250.0,4226.25,26807.5,57325.0,583854.25,16066.0,4198.0,77565.5,-8559.5,11586.5,-69310.5,920.25,-65183.5,,
2014-11-06,Données définitives,BLEU,724992.25,721575.0,716700.0,3527.25,25343.0,55740.5,604255.5,21925.75,6786.25,76700.0,-8519.5,11756.25,-72522.5,859.75,-69293.0,,
2014-11-07,Données définitives,BLEU,717985.0,699675.0,705200.0,3238.25,25300.75,29037.75,606194.5,60836.0,5238.5,80255.25,-10777.25,11857.75,-93191.5,706.0,-89281.0,,
2014-11-08,Données définitives,BLEU,637267.5,618725.0,630250.0,3130.5,9190.5,23997.5,573586.5,37230.75,6383.0,70158.75,-15437.25,12007.25,-82978.75,513.5,-77366.5,,
2014-11-09,Données définitives,BLEU,604721.75,599600.0,607900.0,3216.25,5097.0,23170.5,568905.75,16017.25,2596.25,67480.75,-20132.0,12060.5,-73690.5,473.5,-69777.0,,
2014-11-10,Données définitives,BLEU,662984.5,674250.0,664050.0,3198.25,10777.75,37100.75,580796.0,25960.0,5771.5,79533.25,-9710.0,11618.25,-82060.5,586.0,-78193.0,,
2014-11-11,Données définitives,BLEU,622940.75,610375.0,612600.0,3132.0,11235.75,23496.0,586270.25,46019.75,3614.0,71038.75,-15592.25,11556.5,-117828.0,520.0,-113051.0,,
2014-11-12,Données définitives,BLEU,697101.75,688500.0,688225.0,3177.25,22113.0,40446.5,608747.5,27964.75,4492.25,83201.0,-7800.5,11476.0,-96713.0,726.5,-93180.0,,
2014-11-13,Données définitives,BLEU,715674.5,696275.0,709600.0,3662.75,28473.5,40008.25,621265.5,31092.5,6002.0,87649.0,-8689.5,11509.0,-105296.25,797.0,-102045.0,,
2014-11-14,Données définitives,BLEU,710675.75,695825.0,705800.0,3127.0,26755.0,31284.25,621379.0,33660.25,2031.25,86636.75,-9209.5,11760.5,-96749.75,740.0,-93074.0,,
2014-11-15,Données définitives,BLEU,637267.75,635725.0,633825.0,3181.0,10145.25,24199.25,594881.75,13684.0,3470.75,80510.0,-17707.5,11559.5,-86653.5,519.5,-81823.0,,
2014-11-16,Données définitives,BLEU,616966.25,618525.0,611300.0,3220.0,4388.25,24572.75,579929.0,17230.25,3454.5,77335.0,-22681.5,11792.25,-82275.0,451.5,-78022.5,,
2014-11-17,Données définitives,BLEU,725332.5,731950.0,723850.0,3152.0,16517.25,56030.5,625104.5,11601.0,2851.25,95100.5,-7034.5,11397.25,-89386.5,701.5,-85642.5,,
2014-11-18,Données définitives,BLEU,741916.5,752800.0,734275.0,3141.0,13284.75,60268.5,638438.25,5992.0,4533.75,102583.5,-8931.75,11444.25,-88833.75,674.0,-85282.0,,
2014-11-19,Données définitives,BLEU,756922.25,745675.0,749600.0,3125.0,22481.75,59391.25,648924.5,6285.0,6082.75,108252.0,-9789.0,11748.75,-99575.25,772.75,-97265.5,,
2014-11-20,Données définitives,BLEU,755757.0,750450.0,749525.0,3126.5,23910.5,54918.5,638377.75,17125.25,5134.5,104474.25,-8999.5,11772.0,-94082.75,779.75,-90450.0,,
2014-11-21,Données définitives,BLEU,731401.0,727100.0,724475.0,3173.0,27166.0,45833.5,632601.75,18715.5,5463.0,97981.5,-9367.75,11987.5,-102150.5,796.75,-99427.0,,
2014-11-22,Données définitives,BLEU,640227.5,627175.0,632525.0,3216.0,6202.5,24562.5,608733.0,23704.25,3879.5,83895.25,-10947.75,12163.25,-115179.0,450.0,-111394.5,,
2014-11-23,Données définitives,BLEU,593935.5,580475.0,583450.0,3238.75,4464.25,24819.75,599166.5,27063.25,3278.25,70106.75,-21785.25,12267.0,-128680.75,447.25,-124616.5,,
2014-11-24,Données définitives,BLEU,691554.0,685775.0,686700.0,3111.75,24118.0,41604.0,608051.25,20665.75,2129.75,88865.25,-10448.75,12122.5,-98664.0,768.25,-93734.0,,
2014-11-25,Données définitives,BLEU,719219.0,721850.0,717925.0,3027.0,31392.5,52962.5,639936.0,14862.25,1361.75,90259.5,-8240.25,11827.0,-118167.0,880.75,-114122.0,,
2014-11-26,Données définitives,BLEU,716847.0,716225.0,713450.0,3092.75,27252.0,38074.75,651366.25,7241.25,1643.5,94367.0,-7522.0,11763.5,-110431.75,762.0,-105916.5,,
2014-11-27,Données définitives,BLEU,716993.5,715025.0,711600.0,3135.0,20624.25,30194.5,652239.5,18001.0,2964.5,92535.5,-7588.0,11817.5,-106928.0,639.0,-102660.0,,
2014-11-28,Données définitives,BLEU,702665.5,684375.0,687250.0,3141.0,1566.25,25683.75,647897.0,52241.25,3360.25,95205.5,-9746.75,11925.5,-128512.75,347.75,-125813.5,,
2014-11-29,Données définitives,BLEU,646541.75,615400.0,637625.0,3121.0,0.0,25619.75,647883.75,30435.25,1872.25,91930.0,-13030.25,12021.25,-153251.5,340.5,-150400.5,,
2014-11-30,Données définitives,BLEU,643161.0,631400.0,639775.0,3133.75,0.0,25569.25,652016.25,14259.75,1954.0,82276.0,-16080.5,12110.5,-131854.0,351.25,-127989.0,,
2014-12-01,Données définitives,BLANC,772810.0,769625.0,768550.0,3533.25,23477.5,49538.0,665912.5,23243.75,1205.25,98222.0,-9038.0,11644.75,-94782.5,721.5,-90580.0,,
2014-12-02,Données définitives,BLANC,816210.5,814125.0,810125.0,4258.0,31537.0,62234.0,678559.75,15725.5,1695.75,106021.25,-8887.25,11617.0,-86547.75,870.75,-83048.0,,
2014-12-03,Données définitives,BLANC,841790.5,843350.0,838775.0,3853.25,33544.0,66818.25,675080.75,21068.5,1798.25,106316.25,-8405.25,11727.5,-70006.75,908.5,-66824.0,,
2014-12-04,Données définitives,ROUGE,844795.0,849500.0,845800.0,3325.0,34315.5,72841.5,668183.75,4632.5,1800.0,104164.0,-5965.25,11945.5,-50445.25,966.75,-47427.0,,
2014-12-05,Données définitives,BLANC,833146.25,841925.0,834575.0,3322.25,33684.0,74406.5,659096.5,9199.0,1917.5,104432.5,-6749.5,11992.75,-58157.0,969.5,-54288.5,,
2014-12-06,Données définitives,BLANC,772287.5,776650.0,765125.0,3339.5,27904.75,50463.25,637438.25,21284.5,2396.0,82568.5,-10848.75,12223.5,-54478.0,846.25,-49830.0,,
2014-12-07,Données définitives,BLEU,761766.0,749475.0,757100.0,3355.75,24635.25,33495.75,637081.25,28058.5,3867.5,72633.25,-19525.0,12173.0,-34006.0,738.75,-30485.0,,
2014-12-08,Données définitives,BLANC,841058.75,848475.0,835325.0,3362.5,32234.5,58650.5,650704.5,24819.5,2487.75,87339.5,-8664.25,11950.75,-21825.25,900.5,-18194.5,,
2014-12-09,Données définitives,BLANC,876715.0,860925.0,866325.0,3268.25,34029.75,69513.25,667023.25,27985.0,4862.25,97189.5,-7865.25,11748.5,-31037.0,929.25,-28454.0,,
2014-12-10,Données définitives,BLANC,867909.5,852325.0,859975.0,4406.5,34523.75,70183.75,677317.0,48355.5,2233.0,96757.25,-6961.25,11945.75,-70848.75,921.0,-68594.5,,
2014-12-11,Données définitives,BLANC,834624.0,832875.0,822250.0,3361.25,35500.5,53482.75,672831.75,68340.5,3139.5,92042.75,-7227.0,12010.5,-98854.5,853.0,-95475.0,,
2014-12-12,Données définitives,BLEU,820336.25,808625.0,809525.0,3538.0,30655.25,52621.75,662635.5,72098.25,2954.5,95365.5,-7079.25,12068.0,-104522.75,798.75,-102409.5,,
2014-12-13,Données définitives,BLEU,745062.75,743250.0,740050.0,3560.0,28868.5,38809.75,648406.25,26973.75,1665.0,93070.25,-10749.25,12227.5,-97767.25,786.0,-95265.0,,
2014-12-14,Données définitives,BLEU,737336.0,730225.0,734200.0,3322.75,21902.0,36679.5,656243.5,12169.0,1913.75,76372.5,-16157.0,12180.5,-67288.75,711.5,-60791.0,,
2014-12-15,Données définitives,BLANC,816392.5,817975.0,816100.0,3302.5,30311.0,63463.0,679196.0,20530.75,2667.5,87747.75,-10100.5,11889.5,-72613.0,867.75,-68021.0,,
2014-12-16,Données définitives,BLANC,803931.75,823975.0,799400.0,3330.25,30724.25,60968.0,675746.5,12015.25,2429.25,96869.25,-8157.5,11670.25,-81662.5,868.75,-78849.0,,
2014-12-17,Données définitives,BLANC,816563.0,801500.0,805375.0,3450.0,28173.5,52287.25,683459.75,55839.0,961.75,103253.5,-8412.5,11556.0,-114003.75,752.5,-110967.0,,
2014-12-18,Données définitives,BLEU,768611.25,752950.0,752200.0,3435.0,18903.0,26982.25,676735.0,64887.5,1924.0,105321.0,-11860.75,11796.25,-129512.5,550.0,-126641.5,,
2014-12-19,Données définitives,BLEU,745613.25,724125.0,727600.0,3462.25,4177.75,26263.0,659156.5,68460.75,2668.5,110700.5,-8966.5,11827.5,-132137.0,368.75,-127892.5,,
2014-12-20,Données définitives,BLEU,697322.5,693850.0,687450.0,3316.0,52.5,26051.25,648654.25,37904.5,2845.75,86512.5,-17615.75,11828.0,-102073.75,341.75,-98836.0,,
2014-12-21,Données définitives,BLEU,693862.5,688000.0,682325.0,3403.75,0.0,26025.75,654778.25,33157.75,4714.75,78839.0,-19557.5,11983.25,-99392.0,347.5,-95678.0,,
2014-12-22,Données définitives,BLEU,769330.5,742925.0,755925.0,3403.25,0.0,27029.5,680192.0,49602.75,5091.25,99238.75,-7044.25,11865.0,-99878.25,319.25,-96402.5,,
2014-12-23,Données définitives,BLEU,775706.25,753450.0,769050.0,3381.75,0.0,26964.75,697152.25,30377.25,4171.5,102845.5,-8508.0,11941.75,-92444.5,321.25,-88854.0,,
2014-12-24,Données définitives,BLEU,735085.0,731200.0,725350.0,3407.0,0.25,26288.25,672910.0,50520.25,3070.5,77554.0,-16575.25,12100.25,-94053.25,334.75,-91066.0,,
2014-12-25,Données définitives,BLEU,657366.25,664475.0,650975.0,3413.5,0.0,26801.5,636171.5,23751.0,3267.75,63130.25,-22799.5,12227.25,-88473.0,377.25,-86387.5,,
2014-12-26,Données définitives,BLANC,749011.5,756775.0,744500.0,3403.25,0.0,26194.5,691009.5,23110.5,3562.75,78817.25,-7736.0,12041.0,-81312.75,333.75,-78041.5,,
2014-12-27,Données définitives,BLEU,753979.5,742300.0,745725.0,3387.0,4.0,25783.25,694508.5,75998.25,972.5,64442.0,-12414.75,11956.75,-110574.0,314.75,-107596.5,,
2014-12-28,Données définitives,BLEU,784473.5,777775.0,768775.0,3387.25,4678.25,26134.25,683537.25,57699.25,3690.5,69903.0,-9759.25,11524.25,-66259.5,377.5,-63283.0,,
2014-12-29,Données définitives,ROUGE,896288.25,875750.0,890400.0,4815.25,20333.0,39027.0,716575.5,25353.0,5715.25,101365.5,-4753.25,11311.5,-23454.0,613.5,-20527.5,,
2014-12-30,Données définitives,ROUGE,885221.0,891700.0,878675.0,3338.0,23383.0,52076.5,707762.5,13539.0,4816.5,105503.25,-5233.25,11260.25,-31222.5,701.75,-28309.0,,
2014-12-31,Données définitives,ROUGE,860548.25,851600.0,854300.0,3331.5,26782.5,43019.75,688739.75,12537.5,5382.75,102384.75,-2937.5,11289.0,-29979.0,723.0,-26603.0,,
2015-01-01,Données définitives,BLANC,806908.5,784825.0,801975.0,3833.25,14095.75,28108.0,694465.25,25563.5,5685.25,79068.25,-13453.25,10856.25,-41311.75,514.0,-38053.5,,
2015-01-02,Données définitives,BLANC,828022.75,836100.0,821525.0,3898.25,21720.25,31326.75,700143.5,39466.5,4148.75,90251.5,-8843.75,10801.25,-64887.75,598.0,-60729.0,,
2015-01-03,Données définitives,BLEU,769130.5,771875.0,764475.0,3861.5,17037.0,27241.0,688225.25,52649.5,2930.25,70621.25,-16033.5,10925.0,-88326.75,543.0,-84283.0,,
2015-01-04,Données définitives,BLEU,706544.0,718400.0,703775.0,3856.75,14924.0,27446.75,664015.0,15030.5,3463.0,72673.75,-21944.0,10738.5,-83662.0,556.25,-79222.5,,
2015-01-05,Données définitives,ROUGE,855299.75,835225.0,847475.0,4004.5,31675.75,60766.0,697645.5,8002.0,4893.25,104557.75,-9591.25,10408.25,-57061.75,834.0,-52577.0,,
2015-01-06,Données définitives,ROUGE,905169.25,889825.0,899975.0,3754.25,37003.0,65468.75,715815.5,14540.0,3879.75,110207.5,-7284.0,10381.75,-48599.0,891.5,-43892.5,,
2015-01-07,Données définitives,ROUGE,892010.25,891500.0,881575.0,3769.75,35487.75,67697.75,723300.25,15702.25,4565.5,109203.0,-6071.0,10352.0,-71994.75,871.25,-67195.5,,
2015-01-08,Données définitives,BLANC,860007.0,853775.0,847125.0,3836.5,31877.25,51320.25,724253.75,59317.25,4147.75,94134.5,-8119.5,10637.5,-111398.25,752.75,-106300.5,,
2015-01-09,Données définitives,BLEU,816057.75,798875.0,801675.0,4088.75,10500.5,31697.0,714142.5,82586.25,3316.5,95902.75,-9997.0,11028.25,-127166.75,438.25,-122726.5,,
2015-01-10,Données définitives,BLEU,693054.75,685900.0,681050.0,3832.5,81.5,27330.25,658567.0,77507.0,3132.25,67142.25,-24517.0,11488.5,-131479.25,338.75,-126759.5,,
2015-01-11,Données définitives,BLEU,689959.0,673375.0,676075.0,3861.0,5.5,26890.5,653474.75,56489.0,5847.75,69923.25,-15382.25,11594.75,-122624.5,343.0,-117676.5,,
2015-01-12,Données définitives,BLANC,821164.0,800725.0,808675.0,4014.25,17346.5,31863.5,702467.75,72372.0,6413.0,100182.5,-8809.0,11318.75,-115925.25,521.75,-111436.5,,
2015-01-13,Données définitives,BLANC,821273.75,813025.0,808925.0,6382.0,24547.0,30968.5,700613.0,71775.5,4415.75,101966.5,-9990.25,11510.0,-120912.0,633.25,-115462.0,,
2015-01-14,Données définitives,BLANC,821052.5,818750.0,809375.0,4105.75,19633.0,33540.5,705625.5,65562.25,4597.5,99583.25,-8965.0,11248.5,-113877.5,563.25,-109398.0,,
2015-01-15,Données définitives,BLEU,823169.75,800600.0,806675.0,4104.25,23397.75,27439.75,701637.0,76782.25,2859.5,106581.75,-9582.75,11427.75,-121478.0,577.75,-117778.5,,
2015-01-16,Données définitives,BLANC,817723.25,808375.0,811650.0,4052.5,26870.75,48924.5,712543.75,18932.0,1634.25,112019.0,-8206.25,11515.5,-110560.5,727.5,-107330.5,,
2015-01-17,Données définitives,BLANC,781582.75,774200.0,775275.0,3896.5,23976.75,28240.0,692364.25,16517.75,4933.5,101566.5,-11184.5,11459.5,-90186.5,639.25,-85127.0,,
2015-01-18,Données définitives,BLEU,781707.75,771450.0,777800.0,3888.0,21695.25,28867.25,707855.5,22506.75,4604.5,87599.25,-13762.5,11559.75,-93102.0,608.5,-87843.5,,
2015-01-19,Données définitives,ROUGE,890997.0,895550.0,889050.0,3993.75,35763.5,67492.5,728121.75,7076.5,2123.0,117616.0,-7497.25,11335.75,-75026.75,881.0,-69985.5,,
2015-01-20,Données définitives,ROUGE,922836.0,926325.0,918350.0,4054.5,37738.75,74487.0,721830.25,6606.5,3122.0,131093.75,-5140.5,11290.0,-62244.25,924.5,-58687.5,,
